date,static_baseline,total_risk_scaling,em_trim,combined_defensive,macro_risk_score,regime,total_regime_exposure,em_regime_multiplier,combined_regime_exposure
2014-10-31,0.04022218278679679,0.029804452184601926,0.040262618043324094,0.036286808629529155,0.13152100431351912,neutral,1.0,1.0,1.0
2014-11-30,0.02377496794135925,0.023709579206062648,0.02377496794135925,0.023756325005776624,0.47416548135443537,neutral,1.0,1.0,1.0
2014-12-31,-0.004269217302688144,-0.004269217302688144,0.012018118263275035,0.012018118263275035,0.9823908785549034,risk_off,0.75,0.5,0.9
2015-01-31,-0.0008412189271399528,-0.0009590620948543016,0.0025240077101631453,0.0022549420361284156,0.5392060071008826,risk_off,0.75,0.5,0.9
2015-02-28,0.00016896489738948972,0.0001468933972865738,-0.00044808720109301703,-0.0003936589427280257,-0.7432201265857918,risk_on,1.0,1.0,1.0
2015-03-31,0.001935224574638461,0.002378544338621502,0.008593497258558402,0.00868628934012805,0.5877163001217363,risk_off,0.75,0.5,0.9
2015-04-30,-0.026892190254182213,-0.020402749830728983,-0.026954570201407346,-0.02426408706453065,-0.8147784416399921,risk_on,1.0,1.0,1.0
2015-05-31,0.019291187482707972,0.019145347261306345,0.019291187482707972,0.019232851394147543,0.22291529182430508,neutral,1.0,1.0,1.0
2015-06-30,-0.017185339086002283,-0.017185339086002283,-0.017185339086002283,-0.017185339086002283,0.22122163150360108,neutral,1.0,1.0,1.0
2015-07-31,-0.003866509279637609,-0.003866509279637609,-0.003866509279637609,-0.003866509279637609,-0.1415880119921381,neutral,1.0,1.0,1.0
2015-08-31,-0.027244494269326403,-0.027244494269326403,-0.02074990924885578,-0.02074990924885578,0.6433413091192648,risk_off,0.75,0.5,0.9
2015-09-30,-0.016033257535343015,-0.012369170782841832,-0.015754531083281065,-0.014150245959668406,0.18522718754293468,neutral,1.0,1.0,1.0
2015-10-31,0.031357740736374096,0.031242076920071638,0.031357740736374096,0.03132913408507543,-0.6018355794071321,risk_on,1.0,1.0,1.0
2015-11-30,0.008585618860405653,0.008585618860405653,0.014357772334298025,0.014357772334298025,0.5494693501660243,risk_off,0.75,0.5,0.9
2015-12-31,-0.02920672511820943,-0.021741735940319806,-0.02948148319378341,-0.026474515322705727,0.17490819968633203,neutral,1.0,1.0,1.0
2016-01-31,0.012682348003553834,0.012914430245600128,0.010255158115485719,0.010591944241456819,0.5250269826434836,risk_off,0.75,0.5,0.9
2016-02-29,-0.010614074370775106,-0.008186663307007125,-0.011133508062229125,-0.010111511295309628,0.06246948890964331,neutral,1.0,1.0,1.0
2016-03-31,0.015297422007234607,0.015172518519636968,0.015297422007234607,0.015300753144300794,-0.9792661015050974,risk_on,1.0,1.0,1.0
2016-04-30,0.00028001987133441375,0.00028001987133441375,0.00028001987133441375,0.00028001987133441375,-0.4444177256972468,neutral,1.0,1.0,1.0
2016-05-31,-0.00564396767878883,-0.00564396767878883,-0.00564396767878883,-0.00564396767878883,0.08616605294776872,neutral,1.0,1.0,1.0
2016-06-30,0.0748517113066669,0.0748517113066669,0.0748517113066669,0.0748517113066669,0.054194644447110224,neutral,1.0,1.0,1.0
2016-07-31,-0.008207719240595934,-0.008207719240595934,-0.008207719240595934,-0.008207719240595934,-0.21205283687018536,neutral,1.0,1.0,1.0
2016-08-31,0.018449641451969256,0.018449641451969256,0.018449641451969256,0.018449641451969256,0.1596034724976546,neutral,1.0,1.0,1.0
2016-09-30,0.004362017051808831,0.004362017051808831,0.004362017051808831,0.004362017051808831,-0.3397380862668311,neutral,1.0,1.0,1.0
2016-10-31,0.033619354989495864,0.033619354989495864,0.033619354989495864,0.033619354989495864,0.367573843534063,neutral,1.0,1.0,1.0
2016-11-30,-0.025697401112678153,-0.025697401112678153,-0.025697401112678153,-0.025697401112678153,0.08092779496058411,neutral,1.0,1.0,1.0
2016-12-31,0.02703313817941777,0.02703313817941777,0.02703313817941777,0.02703313817941777,-0.11903755209833704,neutral,1.0,1.0,1.0
2017-01-31,-0.01903408225026426,-0.01903408225026426,-0.01903408225026426,-0.01903408225026426,-0.39866348483113606,neutral,1.0,1.0,1.0
2017-02-28,0.042268841458198425,0.042268841458198425,0.042268841458198425,0.042268841458198425,-0.03642430330325781,neutral,1.0,1.0,1.0
2017-03-31,0.027237657818659278,0.027237657818659278,0.027237657818659278,0.027237657818659278,-0.18587456390080825,neutral,1.0,1.0,1.0
2017-04-30,-0.021712590270687837,-0.021712590270687837,-0.021712590270687837,-0.021712590270687837,-0.17933566967621314,neutral,1.0,1.0,1.0
2017-05-31,-0.017536338366842985,-0.017536338366842985,-0.017536338366842985,-0.017536338366842985,-0.24318786388362965,neutral,1.0,1.0,1.0
2017-06-30,-0.003592688742822925,-0.003592688742822925,-0.003592688742822925,-0.003592688742822925,0.19353523200203265,neutral,1.0,1.0,1.0
2017-07-31,-0.00613989122899139,-0.00613989122899139,-0.00613989122899139,-0.00613989122899139,-0.3260251104278259,neutral,1.0,1.0,1.0
2017-08-31,0.01101947742611653,0.01101947742611653,0.01101947742611653,0.01101947742611653,0.10870850447062917,neutral,1.0,1.0,1.0
2017-09-30,0.006973386441342377,0.006973386441342377,0.006973386441342377,0.006973386441342377,0.13000700599296836,neutral,1.0,1.0,1.0
2017-10-31,-0.0026724629086509744,-0.0026724629086509744,-0.0026724629086509744,-0.0026724629086509744,-0.1745555693968449,neutral,1.0,1.0,1.0
2017-11-30,-0.0004363900151460598,-0.0004363900151460598,-0.0004363900151460598,-0.0004363900151460598,-0.16787448114313172,neutral,1.0,1.0,1.0
2017-12-31,0.005187844593209423,0.005187844593209423,0.005187844593209423,0.005187844593209423,-0.2569065681796703,neutral,1.0,1.0,1.0
2018-01-31,-0.005930294045765727,-0.005930294045765727,-0.005930294045765727,-0.005930294045765727,0.16180784048566818,neutral,1.0,1.0,1.0
2018-02-28,0.005048304041514795,0.005048304041514795,0.011556947689566721,0.011556947689566721,0.6034407383627571,risk_off,0.75,0.5,0.9
2018-03-31,-0.0006920296419659078,-0.000603975501646814,-0.0014999746048839357,-0.0011988527859179143,-0.0872109117831715,neutral,1.0,1.0,1.0
2018-04-30,0.006256151801505849,0.0058577960058006084,0.006256151801505849,0.006096805666887528,-0.2914068635439979,neutral,1.0,1.0,1.0
2018-05-31,-0.029481949952285036,-0.029481949952285036,-0.029481949952285036,-0.029481949952285036,0.33136776926437517,neutral,1.0,1.0,1.0
2018-06-30,0.0018314155572396462,0.0018314155572396462,0.0018314155572396462,0.0018314155572396462,0.026817917736258426,neutral,1.0,1.0,1.0
2018-07-31,0.018315614053054485,0.018315614053054485,0.018315614053054485,0.018315614053054485,-0.023932834351652776,neutral,1.0,1.0,1.0
2018-08-31,-0.11180464190681594,-0.11180464190681594,-0.11180464190681594,-0.11180464190681594,0.2908410102704816,neutral,1.0,1.0,1.0
2018-09-30,0.006445127331329292,0.006445127331329292,0.006445127331329292,0.006445127331329292,-0.31185718725455525,neutral,1.0,1.0,1.0
2018-10-31,0.005246558140699298,0.005246558140699298,0.011107576116008433,0.011107576116008433,1.2006504239355777,risk_off,0.75,0.5,0.9
2018-11-30,0.053825452936444584,0.03990217266662066,0.05365316934998776,0.04819902660650732,0.0733894026429984,neutral,1.0,1.0,1.0
2018-12-31,-0.028386187221782988,-0.028520103106651873,-0.02764302586755174,-0.027617524446822084,0.7933510677811428,risk_off,0.75,0.5,0.9
2019-01-31,0.0419886833842833,0.03061092360672668,0.04066052652001528,0.0365968803177934,-1.169739046382095,risk_on,1.0,1.0,1.0
2019-02-28,0.0014372009087815218,0.00125514393138082,0.0014372009087815218,0.0014381979961155533,-0.3645694221553144,neutral,1.0,1.0,1.0
2019-03-31,0.015825431949387347,0.015825431949387347,0.015825431949387347,0.015825431949387347,0.17686804898150837,neutral,1.0,1.0,1.0
2019-04-30,0.025955342276337445,0.025955342276337445,0.025955342276337445,0.025955342276337445,-0.4329514285985137,neutral,1.0,1.0,1.0
2019-05-31,-0.026943143424728255,-0.026943143424728255,-0.021813661435182707,-0.021813661435182707,1.0559092148477798,risk_off,0.75,0.5,0.9
2019-06-30,0.002725113631595555,0.0017150158768393098,0.00249645317218139,0.002296451226215357,-0.5228635591446361,risk_on,1.0,1.0,1.0
2019-07-31,0.07029096008159086,0.06492350930696444,0.07029096008159086,0.06816263877147555,-0.032616208788752626,neutral,1.0,1.0,1.0
2019-08-31,-0.034347753315480456,-0.034347753315480456,-0.0172977795153898,-0.0172977795153898,0.9309672555449453,risk_off,0.75,0.5,0.9
2019-09-30,0.04036367823965925,0.029713677951074713,0.039541727598936705,0.03527511533895411,-0.33278543634172364,neutral,1.0,1.0,1.0
2019-10-31,-0.010869563066611687,-0.011165170497930865,-0.010869563066611687,-0.010983730678730041,-0.5967391026369323,risk_on,1.0,1.0,1.0
2019-11-30,0.009424733819285658,0.009424733819285658,0.009424733819285658,0.009424733819285658,-0.22870808031788936,neutral,1.0,1.0,1.0
2019-12-31,-0.003825068303292767,-0.003825068303292767,-0.003825068303292767,-0.003825068303292767,-0.3249455310023917,neutral,1.0,1.0,1.0
2020-01-31,0.0264861399365679,0.0264861399365679,0.015601834954624971,0.015601834954624971,0.8094212875025104,risk_off,0.75,0.5,0.9
2020-02-29,-0.0657817369164102,-0.04999104307008928,-0.01486462269978528,-0.013483333414935905,1.29922149553423,extreme_risk_off,0.5,0.25,0.7
2020-03-31,-0.1397677790987687,-0.07215134699245429,-0.07090618102504975,-0.05121292416913581,1.0053027400593604,risk_off,0.75,0.5,0.9
2020-04-30,0.00021010243181085464,0.0013270333331338868,0.0014202650964221242,0.0015769666294651596,-1.2260796672872138,risk_on,1.0,1.0,1.0
2020-05-31,0.020253402753209304,0.019622793134642214,0.020253402753209304,0.020038189392494132,-0.683960236124044,risk_on,1.0,1.0,1.0
2020-06-30,-0.007989322625675865,-0.007989322625675865,-0.007989322625675865,-0.007989322625675865,-0.23960480935082412,neutral,1.0,1.0,1.0
2020-07-31,-0.026590377432352708,-0.026590377432352708,-0.026590377432352708,-0.026590377432352708,-0.8244309616011881,risk_on,1.0,1.0,1.0
2020-08-31,-0.012922787743166686,-0.012922787743166686,-0.012922787743166686,-0.012922787743166686,-0.15156406635584313,neutral,1.0,1.0,1.0
2020-09-30,0.013609460697485032,0.013609460697485032,0.013609460697485032,0.013609460697485032,0.15657595962644694,neutral,1.0,1.0,1.0
2020-10-31,0.0015287364766745082,0.0015287364766745082,-0.0019293891128290275,-0.0019293891128290275,0.6084894801837981,risk_off,0.75,0.5,0.9
2020-11-30,0.05083479864329421,0.036903181546325214,0.04902251324305018,0.043650892446184475,-1.548804065819048,risk_on,1.0,1.0,1.0
2020-12-31,-0.022222246292151526,-0.021953084333363848,-0.022222246292151526,-0.022039226046034366,-0.22556029601866603,neutral,1.0,1.0,1.0
2021-01-31,0.007683285201301349,0.007683285201301349,0.007683285201301349,0.007683285201301349,0.03902959292844857,neutral,1.0,1.0,1.0
2021-02-28,-0.004533768718314346,-0.004533768718314346,-0.004533768718314346,-0.004533768718314346,-0.008264127479191086,neutral,1.0,1.0,1.0
2021-03-31,0.042689918506536806,0.042689918506536806,0.042689918506536806,0.042689918506536806,-0.1585307641769716,neutral,1.0,1.0,1.0
2021-04-30,-0.02962747600098714,-0.02962747600098714,-0.02962747600098714,-0.02962747600098714,-0.7643049105319821,risk_on,1.0,1.0,1.0
2021-05-31,0.025302142275104744,0.025302142275104744,0.025302142275104744,0.025302142275104744,-0.30814924933473153,neutral,1.0,1.0,1.0
2021-06-30,0.017583795046162365,0.017583795046162365,0.017583795046162365,0.017583795046162365,0.08612703117392129,neutral,1.0,1.0,1.0
2021-07-31,-0.019186267895026865,-0.019186267895026865,-0.019186267895026865,-0.019186267895026865,0.07954545120547571,neutral,1.0,1.0,1.0
2021-08-31,0.04659320360685948,0.04659320360685948,0.04659320360685948,0.04659320360685948,-0.0014557442270023702,neutral,1.0,1.0,1.0
2021-09-30,-0.007147854136496989,-0.007147854136496989,-0.007147854136496989,-0.007147854136496989,0.3437400263800768,neutral,1.0,1.0,1.0
2021-10-31,-0.050166304588839084,-0.050166304588839084,-0.050166304588839084,-0.050166304588839084,-0.21513615583832638,neutral,1.0,1.0,1.0
2021-11-30,-0.10032574481368006,-0.10032574481368006,-0.04370646407761658,-0.04370646407761658,0.9491130677435544,risk_off,0.75,0.5,0.9
2021-12-31,-0.0050813753747207535,-0.004751251958004077,-0.0033367361125484774,-0.0031509817462345158,-0.5990802544865758,risk_on,1.0,1.0,1.0
2022-01-31,0.04727278128970225,0.04777350851306217,0.04727278128970225,0.04756721985308254,0.25590476039136745,neutral,1.0,1.0,1.0
2022-02-28,0.016212522388333372,0.016212522388333372,0.007864763402727792,0.007864763402727792,0.5451632547599319,risk_off,0.75,0.5,0.9
2022-03-31,0.05669630863204955,0.04175258865734044,0.05639167202394191,0.050633301866764846,0.09920099944915947,neutral,1.0,1.0,1.0
2022-04-30,0.02916023044538152,0.02877672059082026,0.05711402734755322,0.05711622049018228,1.2727811766361796,extreme_risk_off,0.5,0.25,0.7
2022-05-31,-0.0008230577484932278,-0.004046606621032844,-0.003264625760095008,-0.004934874808533829,-0.3796918924890714,neutral,1.0,1.0,1.0
2022-06-30,0.0026423703384585995,0.0014926627243059265,0.02337705296576753,0.023979519073080713,1.2541686634590548,extreme_risk_off,0.5,0.25,0.7
2022-07-31,0.00476519311558099,-0.0004413939732655914,0.004655640505045078,0.0028848729725958755,-0.08976987315064514,neutral,1.0,1.0,1.0
2022-08-31,0.03244779302108136,0.0326336741245159,0.02925123955553266,0.030623442553877167,0.5804409504449113,risk_off,0.75,0.5,0.9
2022-09-30,0.017679403720919806,0.012908811554686261,0.0217194804717451,0.019487178240444214,1.1240323329660133,risk_off,0.75,0.5,0.9
2022-10-31,0.025612153344258815,0.01922742514044007,0.02485547782528874,0.022379712222324377,-0.27146026917985344,neutral,1.0,1.0,1.0
2022-11-30,-0.04124455463680865,-0.04170528900288428,-0.04124455463680865,-0.04142884838323868,-0.7777034561839411,risk_on,1.0,1.0,1.0
2022-12-31,-0.015437993919082627,-0.015437993919082627,-0.015437993919082627,-0.015437993919082627,-0.04427185775904083,neutral,1.0,1.0,1.0
2023-01-31,0.016329692745342905,0.016329692745342905,0.016329692745342905,0.016329692745342905,-0.49441547516390016,neutral,1.0,1.0,1.0
2023-02-28,0.05199203660988316,0.05199203660988316,0.05199203660988316,0.05199203660988316,0.49657539554235286,neutral,1.0,1.0,1.0
2023-03-31,0.00616129306284785,0.00616129306284785,0.00616129306284785,0.00616129306284785,-0.08340358847444937,neutral,1.0,1.0,1.0
2023-04-30,0.03379376272621637,0.03379376272621637,0.03379376272621637,0.03379376272621637,-0.3314703630085551,neutral,1.0,1.0,1.0
2023-05-31,0.07328476161588982,0.07328476161588982,0.04051300239815592,0.04051300239815592,0.5473238915383077,risk_off,0.75,0.5,0.9
2023-06-30,-0.04162355935593476,-0.03173468280652347,-0.04216815616713332,-0.0378710742139311,-0.6312336856003145,risk_on,1.0,1.0,1.0
2023-07-31,-0.011009660214641892,-0.01091131917192767,-0.011009660214641892,-0.010909365442396624,-0.43245836014098016,neutral,1.0,1.0,1.0
2023-08-31,0.008418687545259429,0.008418687545259429,0.008418687545259429,0.008418687545259429,0.20086796332573825,neutral,1.0,1.0,1.0
2023-09-30,0.017695308561685552,0.017695308561685552,0.017695308561685552,0.017695308561685552,0.3295569401959553,neutral,1.0,1.0,1.0
2023-10-31,0.0020916025181116904,0.0020916025181116904,0.0020916025181116904,0.0020916025181116904,0.3036283256381923,neutral,1.0,1.0,1.0
2023-11-30,-0.00021533921320726623,-0.00021533921320726623,-0.00021533921320726623,-0.00021533921320726623,-0.6326757396313288,risk_on,1.0,1.0,1.0
2023-12-31,-0.013939013178026705,-0.013939013178026705,-0.013939013178026705,-0.013939013178026705,-0.06324887652077539,neutral,1.0,1.0,1.0
2024-01-31,0.04492823430242021,0.04492823430242021,0.04492823430242021,0.04492823430242021,0.02243943519502719,neutral,1.0,1.0,1.0
2024-02-29,0.013228101694997552,0.013228101694997552,0.013228101694997552,0.013228101694997552,-0.25298563940865393,neutral,1.0,1.0,1.0
2024-03-31,0.04862742767684458,0.04862742767684458,0.04862742767684458,0.04862742767684458,-0.36350917791517545,neutral,1.0,1.0,1.0
2024-04-30,0.05246387471515379,0.05246387471515379,0.05246387471515379,0.05246387471515379,0.41118433224046924,neutral,1.0,1.0,1.0
2024-05-31,0.01758567129112576,0.01758567129112576,0.01758567129112576,0.01758567129112576,-0.42083845463794894,neutral,1.0,1.0,1.0
2024-06-30,-0.022018043190817016,-0.022018043190817016,-0.022018043190817016,-0.022018043190817016,0.1283435225118969,neutral,1.0,1.0,1.0
2024-07-31,-0.0174118582187327,-0.0174118582187327,-0.0174118582187327,-0.0174118582187327,0.1588605060962635,neutral,1.0,1.0,1.0
2024-08-31,-0.05359477252482259,-0.05359477252482259,-0.05359477252482259,-0.05359477252482259,0.020687388411358594,neutral,1.0,1.0,1.0
2024-09-30,0.00065135506002445,0.00065135506002445,0.00065135506002445,0.00065135506002445,-0.24831911313409338,neutral,1.0,1.0,1.0
2024-10-31,0.030393837272160384,0.030393837272160384,0.021935341990690693,0.021935341990690693,0.7384783451880701,risk_off,0.75,0.5,0.9
2024-11-30,0.025722121124401864,0.019580362967397402,0.024939879029812984,0.02257632769446971,-0.5219452735729485,risk_on,1.0,1.0,1.0
2024-12-31,0.028209248638636275,0.027356335812779076,0.028209248638636275,0.027932318061024475,0.29100149805543174,neutral,1.0,1.0,1.0
2025-01-31,0.011353316527856094,0.011353316527856094,0.011353316527856094,0.011353316527856094,-0.4341747036777406,neutral,1.0,1.0,1.0
2025-02-28,-0.007202885319623542,-0.007202885319623542,-0.007202885319623542,-0.007202885319623542,0.14214086787094485,neutral,1.0,1.0,1.0
2025-03-31,-0.017424771710281006,-0.017424771710281006,-0.017424771710281006,-0.017424771710281006,-0.2369207379827888,neutral,1.0,1.0,1.0
2025-04-30,-0.0382376604655823,-0.0382376604655823,-0.0382376604655823,-0.0382376604655823,0.3549514601540923,neutral,1.0,1.0,1.0
2025-05-31,0.01633984129502175,0.01633984129502175,0.01633984129502175,0.01633984129502175,-0.5577215554546444,risk_on,1.0,1.0,1.0
2025-06-30,0.016021069566098722,0.016021069566098722,0.016021069566098722,0.016021069566098722,-0.5220906021148213,risk_on,1.0,1.0,1.0
2025-07-31,0.02078694327985553,0.02078694327985553,0.02078694327985553,0.02078694327985553,0.005431041693121547,neutral,1.0,1.0,1.0
