date,macro_risk_score,regime,fx_volatility,rates_volatility,equity_volatility,broad_dollar,credit_stress,equity_growth,oil_growth,industrial_growth
2013-07-31,-0.645178697768357,risk_on,-0.8340432282500627,-1.071738382708762,-1.1287143888528053,-0.73522531726567,-0.0006463611074521281,-0.5026589368876128,-0.6419297144122158,-0.24647325266227532
2013-08-31,0.36532675197041203,neutral,0.518895404484992,1.2196882881741538,1.1236057245737994,0.3007074801684878,0.1307690962748289,0.456327545643608,-0.3551870778048719,-0.47219244575170194
2013-09-30,-0.4286438887235961,neutral,-1.1639062674858303,-1.4368822587715087,-0.1482643375276154,-0.8288770587311095,0.12147650550605493,-0.6532861845512274,0.6278624619922034,0.05272602978026386
2013-10-31,-0.4473977003149968,neutral,-1.1411230991811336,-1.4432685181811282,-0.9466847222877178,0.012495821625148285,0.12377877371124861,-0.6997052994312322,0.3653321556899047,0.1499932855349357
2013-11-30,0.18076918838092418,neutral,0.3189117625341979,0.5242676463135142,-0.03447562803883081,0.24726505155384024,0.127660263241566,-0.1379469581926106,0.23323856016496722,0.16723280947074942
2013-12-31,-0.02363641609126496,neutral,0.3285734578629462,0.4219133845323826,-0.009222290162909671,-0.2769073678813455,0.12051292708521905,-0.09520850786947692,-0.2927279815773262,-0.3860249507196093
2014-01-31,0.3982476603194516,neutral,0.2418804621306215,-0.708753790537145,1.435960016482016,0.6163894032001398,0.12015870035093486,0.841601133632227,0.35573880435485944,0.2830065529419587
2014-02-28,-0.6604880099439963,risk_on,-1.103963007747167,-0.6355276898364017,-1.3774321073420221,-0.7375830068441573,0.11309620339239397,-0.5974817547377854,-0.33417228584192143,-0.6108404305949098
2014-03-31,0.10325886334792442,neutral,-0.13940040753154567,0.38618221519462936,-0.05900411958252407,0.21912726533546614,0.12097105379495054,-0.2209345868056518,0.19924353668246195,0.3198859496956089
2014-04-30,-0.21873706903287027,neutral,-1.0537323146864577,-0.26832278010295374,-0.18559298423896928,-0.2728940947243049,0.13136620483882966,-0.02810610971953555,0.15691919025302453,-0.22953366388259505
2014-05-31,-0.19191174513273854,neutral,-0.7991531073115801,-0.052978141341512935,-0.8165175484261021,0.4534789941950786,0.13249067885213126,-0.383053020394059,-0.15254352991644032,0.08298171328057619
2014-06-30,-0.270003607225986,neutral,-0.8861108816492976,-0.5558944748890282,0.0682106307507292,-0.2613040827018517,0.158354367777882,-0.29592149226021847,-0.21412093852362135,-0.17324198631248167
2014-07-31,0.6918424530250193,risk_off,1.011634542715709,0.39192218557598807,1.8949813699346938,0.8267863872249088,0.12720309982121006,0.10891275413742688,0.8000068953689483,0.3732923894212704
2014-08-31,-0.09021541707661218,neutral,-0.25317009167811205,0.3938815599101899,-1.729784869215764,0.6221131754413236,0.11868010449977213,-0.4720102318936054,0.35222159974639167,0.24634541657690678
2014-09-30,0.9934927824726367,risk_off,2.121612395784131,0.33847254053209175,1.4906790093262412,1.4699324879471767,0.14385849668447656,0.7429886960516644,0.8518228892821047,0.7885757441732072
2014-10-31,0.13152100431351912,neutral,-0.13816066164126525,0.38140386832661327,-0.7498748496144736,0.429289315691392,0.11311914519155068,-0.26590234690718084,1.3058801032809986,-0.02358653981948195
2014-11-30,0.47416548135443537,neutral,0.6173224702594964,-0.18557818904687068,-0.26295432359290444,0.622100111646188,0.13853444384310343,-0.13045492048334378,2.2927592163210635,0.7015950418887509
2014-12-31,0.9823908785549034,risk_off,1.4697975121553746,0.1957320302294032,1.760630821744036,0.8109991371896151,0.12140614083865926,0.4270530709030798,2.321682250287804,0.7518260650912553
2015-01-31,0.5392060071008826,risk_off,0.724462998242228,1.4200839278801283,0.3929989821505049,1.8738771593231123,-2.3497803952868606,0.33861581400335794,0.9496668190171327,0.9637227514774571
2015-02-28,-0.7432201265857918,risk_on,-1.416494982797764,0.17755927298406063,-2.2194432599056446,0.15150643799635166,-0.057932739881730554,-0.7245043784379049,-1.1043940483718615,-0.7520573142718416
2015-03-31,0.5877163001217363,risk_off,1.1094018215421388,-0.3672518238180825,0.633859721422769,1.1702612904065735,0.4970047711441401,0.34306110212550445,0.928871107982744,0.386522410168102
2015-04-30,-0.8147784416399921,risk_on,-0.6406203714656159,-0.7975311013108013,-0.25417773756617873,-1.5545492892016588,0.3635880854198539,-0.544861513445586,-2.2480440681068323,-0.842031537443118
2015-05-31,0.22291529182430508,neutral,-0.21308608635095092,0.5332678100761685,-0.2548248967647438,0.8756734750968369,0.030269945200884846,0.23228457393814772,0.051683656499586964,0.5280538568985104
2015-06-30,0.22122163150360108,neutral,-0.10356933141380135,0.6203791725164226,1.3073518291144899,-0.6161895921930745,-0.2058697510923333,0.49964254221645554,0.24573877495675328,0.022289407923896415
2015-07-31,-0.1415880119921381,neutral,-0.365093779567039,-1.1760949598857695,-1.9769654133821828,0.6893748463770561,-2.517894704392825,0.35723173743121955,2.284427396307634,1.5723107811748018
2015-08-31,0.6433413091192648,risk_off,1.1732171974327532,0.8454122916311106,3.0,-0.6539137464516538,-0.2844416956653177,1.407895633485356,-0.42894694944017603,0.08750774196204596
2015-09-30,0.18522718754293468,neutral,0.11362349407679191,-0.4463183310535342,-0.6975861195977487,0.16421463510908052,0.5180377001697544,0.5432089473601112,1.0377059310081616,0.24893124327086102
2015-10-31,-0.6018355794071321,risk_on,-0.9093157514337494,-0.6604889411711452,-2.1802679064718724,0.19020174963125505,0.33549585832119977,-1.3094386295839302,-0.3178311637491391,0.0369601492003254
2015-11-30,0.5494693501660243,risk_off,0.23568362460323622,-0.2716979121993968,0.2794509802419739,1.2211660162340834,0.15816758972147463,0.30852293308495965,1.1202149133474402,1.3442466562944233
2015-12-31,0.17490819968633203,neutral,-0.20433475380608235,-0.1828019495977494,0.5101933210744581,-0.6622610036562401,0.04352798873014168,0.39511619145361027,1.5342098193153983,-0.034384016022880354
2016-01-31,0.5250269826434836,risk_off,0.5869352147344218,0.5103579320643712,0.43039186120026196,0.3267383047148153,0.1936138145332884,1.0595672142687027,0.8251139576468005,0.26749756198520636
2016-02-29,0.06246948890964331,neutral,0.5750868889273354,0.7010328190912626,0.048466662596064546,-0.6097869388688619,0.05223819287628515,0.08091439004339905,-0.2554563966602849,-0.0927397067280535
2016-03-31,-0.9792661015050974,risk_on,-0.4298738213173867,-1.1646760656009767,-1.7345990655470624,-1.5264829596346947,0.33726000165473574,-1.5354807970549675,-1.21479224799281,-0.5654838565476166
2016-04-30,-0.4444177256972468,neutral,-0.3079345895020719,-0.35227468993813604,0.5045560520409923,-0.6634864273460213,0.362366239630685,-0.026794510590598987,-1.9988785331552466,-1.0728953467175768
2016-05-31,0.08616605294776872,neutral,-0.35349776275151285,0.26708204806470054,-0.4593341411320531,1.1268269472956522,0.041642991950929346,0.14486915623721422,-0.5243758196508302,0.44611500356804956
2016-06-30,0.054194644447110224,neutral,0.3243507545865552,0.39902068601576457,0.4129583280817554,0.058710813479987606,0.08494535425252962,-0.20844412526818848,0.06651817458915998,-0.7045028301606822
2016-07-31,-0.21205283687018536,neutral,-1.0891013443358488,-0.7590666491525909,-1.2305795389116077,-0.29480191175441967,0.41894298605801544,-0.6751178392908312,1.5788131875776008,0.3544884148481989
2016-08-31,0.1596034724976546,neutral,0.708866492959411,0.44588155564858656,0.5355542471264843,0.16007346464197503,-0.05106495594346091,-0.11079318851156053,-0.9307128032140378,0.5190229672738393
2016-09-30,-0.3397380862668311,neutral,-0.19735973717167377,-0.8051985796359901,-0.05273245647407565,-0.27404094279962715,0.0011505207868020156,-0.02495551924228568,-0.6272280313817313,-0.7375399442160674
2016-10-31,0.367573843534063,neutral,-0.42283831804972394,0.4745929419056438,1.0989208804620403,1.1782525488327693,0.15372170200631294,0.24249680567016352,0.21412122826328406,0.0013229591820140586
2016-11-30,0.08092779496058411,neutral,0.8496947324551276,1.2918489457569295,-1.1126454106966208,1.1584340151374921,0.17803126359591182,0.008011704579081347,-0.5226676357786899,-1.2032852553645585
2016-12-31,-0.11903755209833704,neutral,0.36030464294910997,-0.7582715405579482,0.22062722746296554,0.2145299650918514,0.18617181671421215,-0.15804638936032506,-1.066381806937158,0.048765667850595856
2017-01-31,-0.39866348483113606,neutral,-0.6251469448679244,0.06713179030226542,-0.713158230083875,-1.1247933116867546,0.11509155385522823,-0.5407384920631825,0.1889763391612215,-0.5566705832660671
2017-02-28,-0.03642430330325781,neutral,-0.5030266600857941,-0.11224811147192283,0.3277402812556858,0.5818834452338316,0.11434266222284102,-0.5769037426919439,-0.11013478080869829,-0.01304752008006186
2017-03-31,-0.18587456390080825,neutral,-0.9219844537198735,-0.9956916011808741,-0.2025662024758139,-0.36250133457512584,0.18177830304106737,-0.11567098314337704,0.6034754436181424,0.32616431722938866
2017-04-30,-0.17933566967621314,neutral,-0.6372712429054005,-0.05070352929061737,-0.6076305220323378,-0.5761086926698727,0.1769815840935932,-0.19946194741831133,0.234477097735779,0.22503189507746238
2017-05-31,-0.24318786388362965,neutral,-0.4406002212037557,-0.6741155080397568,-0.1753361278565141,-0.9202500883190926,0.17918541713516078,-0.28012977431314406,0.24553073013677312,0.12021266139129225
2017-06-30,0.19353523200203265,neutral,-0.24265407705163264,0.1503630640728843,0.32265756264185536,-0.5820263383236675,1.734957104600919,-0.04047641830570813,0.5008578492301328,-0.2953968908485221
2017-07-31,-0.3260251104278259,neutral,0.21847240643213114,-0.8465402382696551,-0.39220872194787076,-1.2171928086123125,1.8296916530156926,-0.5563440797038766,-0.9758802721748463,-0.6681988221618693
2017-08-31,0.10870850447062917,neutral,-0.013043963997591465,0.38705571531293453,0.14469423122446048,-0.11386304551136847,0.6773968819748388,-0.09427432777613906,0.3332643888928529,-0.4515618443549544
2017-09-30,0.13000700599296836,neutral,0.31026841053996757,0.21827646081768362,-0.49224357330168517,0.1478699529684711,1.7434414346234526,-0.11853327771616962,-0.9937669211915447,0.22474356120357156
2017-10-31,-0.1745555693968449,neutral,-0.5197778119089652,-0.20032353368633568,0.3153912707108122,0.6052387147804332,0.0003184191754448118,-0.4434313542216902,-0.6228016479640103,-0.5310586120604479
2017-11-30,-0.16787448114313172,neutral,-0.1673718376691136,-0.5454766346186661,0.4728947089089365,-0.6844656093337304,0.18427196992701333,-0.266304115775771,-0.4755521672694244,0.13900783668570182
2017-12-31,-0.2569065681796703,neutral,-0.157164306582637,-0.01785161582665463,-0.10205911375284515,-0.43412673114930606,0.3136432725990044,-0.2933531787347481,-0.5428197590881199,-0.8215211129020557
2018-01-31,0.16180784048566818,neutral,0.6416124917234137,1.3095851566773267,0.9435233712267909,-1.3696413403628502,1.4853663129377104,-1.1630449348852574,-0.5315963987180061,-0.021341934713782235
2018-02-28,0.6034407383627571,risk_off,-0.07508689570685376,0.6104863288040979,1.7637191351101646,0.6519353150431575,0.12098562810348035,0.9018709113576089,0.537523404802933,0.3160920793874681
2018-03-31,-0.0872109117831715,neutral,-0.2367797756313669,-0.4624237512279728,0.005432518256775336,-0.3086714590469919,0.1975740298272993,0.5413226732961598,-0.6327464107605231,0.19860488102124815
2018-04-30,-0.2914068635439979,neutral,-0.2229361430323261,-0.9527649685350649,-1.0656492813919582,0.8190017698943415,-0.005526154705942754,0.07737371770606638,-0.6489177666221708,-0.3318360816649283
2018-05-31,0.33136776926437517,neutral,0.6991074974611448,1.1783356347062075,-0.16162847674730965,0.9150097613438157,0.1377089352790574,0.10676809456783215,-0.03758451159601564,-0.18677478089973076
2018-06-30,0.026817917736258426,neutral,0.07981491992975319,-1.0649357164934135,0.18056340609267396,0.18136187999680325,0.5601993637696934,0.36380663978145145,-0.6520458699020197,0.5657787187151254
2018-07-31,-0.023932834351652776,neutral,-0.16897356719368653,-0.5965865735510933,-1.0667974822554085,0.0034170050450239714,0.8660541762693862,-0.47750542905492177,0.8027089571459562,0.4462202387815216
2018-08-31,0.2908410102704816,neutral,1.2105438172814609,0.5624121841695061,0.003844997429259227,0.22114210034093287,0.12178859700385054,-0.059344029776584345,-0.2967879545407192,0.5631283702561465
2018-09-30,-0.31185718725455525,neutral,-0.8036313787271533,-0.5886911651280513,-0.2833118138938239,-0.0383650148082897,0.3301176266796348,0.0760741460242309,-0.61069071064792,-0.5763591875350697
2018-10-31,1.2006504239355777,risk_off,0.14498345007263605,1.6986148683611928,2.6166267047463676,0.8256143465251351,1.0143808156900294,1.6222986346111892,1.1558038546709732,0.5268807168070984
2018-11-30,0.0733894026429984,neutral,0.04508156704566929,-0.8665955026853984,-0.7617320479400798,0.021268187743600966,0.08669138002847741,-0.455313951623748,2.7597001203685556,-0.24198453179309
2018-12-31,0.7933510677811428,risk_off,0.3296945271462292,1.5221913311257256,1.548648743215687,-0.5141985896180894,-0.07031509374791166,1.418322769732942,1.0774113736565087,1.035053480738051
2019-01-31,-1.169739046382095,risk_on,-1.1636549581326001,-1.835161053560713,-1.983197973168032,-0.2965998357699516,-0.019336948030814004,-1.4694254906081459,-1.6679966043479015,-0.9225395074386027
2019-02-28,-0.3645694221553144,neutral,-0.8726660386714449,-0.325525463722842,-0.531515171642079,0.21752354485228226,0.04747016292799433,-0.2861888055147218,-0.6749791588163836,-0.49067444665532034
2019-03-31,0.17686804898150837,neutral,0.5255210824651967,1.3622036225440415,-0.3516050840023469,0.4526565241469019,0.0465214997432504,-0.1966224032158253,-0.44695503508028595,0.023224185251134837
2019-04-30,-0.4329514285985137,neutral,-1.198655166257194,-1.0527319701249465,-0.2085625171379269,0.04406980400211766,0.04729467215823933,-0.5364177138720791,-0.6526907023793789,0.09408216482305848
2019-05-31,1.0559092148477798,risk_off,0.3286132758885391,2.417552943855633,1.6120218806396047,0.07664673818097784,0.023725378011047942,1.4597551705938745,1.6099943144870021,0.9189640171255593
2019-06-30,-0.5228635591446361,risk_on,-0.032908168458365965,-0.20034989534581488,-0.9966850858055534,-0.7506258140298727,0.02941393420580707,-1.1397698924005475,-0.6328760066765817,-0.45910754464615977
2019-07-31,-0.032616208788752626,neutral,-0.4558590005871144,-1.5065399918165954,0.2913835844854497,1.005559944524236,0.11529352188336371,0.04535167957918308,0.1108112251107847,0.13306936651067147
2019-08-31,0.9309672555449453,risk_off,1.9638132062227325,2.7913914413545817,0.7302059482516088,0.12906328823324026,-0.11664164234824627,0.6774265247699004,0.7404323600296312,0.5320469178461141
2019-09-30,-0.33278543634172364,neutral,-1.063719254941836,-0.7255629142741942,-0.7289076828547957,0.15411499666457895,0.17254828155909663,-0.2681175036560489,0.06697381918016154,-0.26961323241075164
2019-10-31,-0.5967391026369323,risk_on,-1.0909152761155787,-0.9651746326985555,-0.952819824824896,-0.9260018470135679,-0.0036461555592816886,-0.48564337074806574,0.03914379108659817,-0.3888555052221109
2019-11-30,-0.22870808031788936,neutral,-0.725579280647033,-0.9216148325814018,-0.21926678638899866,0.36372432524198467,0.05545506502938641,-0.3102913575679929,-0.29501754392839385,0.22292576829933425
2019-12-31,-0.3249455310023917,neutral,0.1455828595580268,0.18305493117520807,0.39722066627495883,-0.8725892338174952,0.107665142537036,-0.8036544297396606,-0.8440875386002611,-0.9127566454069465
2020-01-31,0.8094212875025104,risk_off,-0.19714445519805138,1.36382666675819,1.4287395907708795,0.407634793335212,-0.0369983826460117,0.4664942411112725,1.6046237658679443,1.4381940800206485
2020-02-29,1.29922149553423,extreme_risk_off,2.1395656973332593,2.4523816211572655,3.0,0.288038243737446,-0.9542227330294387,1.527170248580525,1.5204946887138968,0.4203441977808871
2020-03-31,1.0053027400593604,risk_off,3.0,-1.6158694349156613,1.2410788871435556,0.360533777089202,-3.0,2.8349772396529147,3.0,2.221701451504871
2020-04-30,-1.2260796672872138,risk_on,-1.9499789902696325,-2.660161033213137,-2.0340074329081785,-0.057225929173794876,-0.7126006479691362,-1.9659769873304063,-0.16732152413557244,-0.26136479329785234
2020-05-31,-0.683960236124044,risk_on,-0.5624076386423361,-0.22015410081495124,-0.9794021147089473,-0.33893675213776187,0.8030130870066557,-0.48351299611007004,-3.0,-0.6902813735849408
2020-06-30,-0.23960480935082412,neutral,0.1761675290241749,0.29075782451234394,0.4152049764456846,-0.4653479376081293,0.44943174928767143,-0.6656448782954361,-1.1077614598763295,-1.009646278296573
2020-07-31,-0.8244309616011881,risk_on,0.11689729572926748,-1.4792449640999812,-0.9880979074226767,-1.8899486446977558,0.12411858550668231,-1.1588431330483926,-0.34486763513613106,-0.9754612896405177
2020-08-31,-0.15156406635584313,neutral,0.6980550332876159,0.6732512670021558,0.3136798282419612,-0.5894681060652315,0.07018049184631538,-0.844431197781806,-0.44298569418335765,-1.0907941531943979
2020-09-30,0.15657595962644694,neutral,-0.029620463116021557,-1.0486738144688794,-0.03179792257892636,0.7906450685432456,-0.06243990642617003,0.6492940451721414,0.6652128166989414,0.3199878531872443
2020-10-31,0.6084894801837981,risk_off,-0.16623266255501162,2.6765274463972233,1.5910653806136665,0.042726279403743565,-0.13161278589689251,0.2240110621906657,0.8511425579309497,-0.21971143661395942
2020-11-30,-1.548804065819048,risk_on,-1.2949778020756435,-2.3794221548971937,-2.735230644966963,-1.0457112170745926,-0.00030257412698457786,-1.74743542349524,-2.0479620533659872,-1.1393906565497787
2020-12-31,-0.22556029601866603,neutral,0.43099885725249276,1.0391313257269366,0.41681147639304955,-0.9483968831788645,-0.5128947327589599,-0.8581406187844045,-0.6566832836501427,-0.7153085091494358
2021-01-31,0.03902959292844857,neutral,-0.4864072367597032,-0.17598007435984317,1.5998641662728574,0.29667505733986593,0.10273235289616385,-0.02345485281787929,-0.6359754836337161,-0.3652171855101569
2021-02-28,-0.008264127479191086,neutral,0.7162507636796717,2.652389339918722,-0.7562157737088671,0.12441046957779697,0.4470471522894586,-0.25929587862768616,-1.409110187480272,-1.5815889054823526
2021-03-31,-0.1585307641769716,neutral,-0.4579995537521097,-0.33895250774612995,-1.598843222897841,1.1027014437526792,-0.42503066260982014,-0.24258797332439616,0.33712039904148106,0.3553459641203641
2021-04-30,-0.7643049105319821,risk_on,-0.8956905372761726,-1.140332258596422,-0.1940479428184383,-0.9526378499017347,-0.15832677606294118,-0.6625130019180565,-0.5386068142785365,-1.5722841034035557
2021-05-31,-0.30814924933473153,neutral,-0.07737483275976616,-0.6142391381554536,-0.4650741062008104,-0.7221456367160091,0.4162808853647067,-0.13712200430523594,-0.29878357170828784,-0.5667355901969958
2021-06-30,0.08612703117392129,neutral,-0.4688484678144149,0.539592386734117,-0.2580997037183015,1.2409684872631688,0.1997034497098337,-0.1458412636442392,-0.7647005506798112,0.34624191154101763
2021-07-31,0.07954545120547571,neutral,0.001311518324447811,0.37238730399952585,0.6023156613836511,-0.14690051399785115,-0.050179372365471375,0.41343347652322326,-0.0843008523145651,-0.4717036119091546
