date,static_carry_net
2010-10-08,0.004127850421003977
2010-10-11,-0.0008889954047119206
2010-10-12,0.0007400702431599559
2010-10-13,0.006009321209642884
2010-10-14,-0.0017238233894804472
2010-10-15,-0.0059335613125105395
2010-10-18,-0.0037510030107086377
2010-10-19,-0.013298326413826054
2010-10-20,0.009742757285697377
2010-10-21,-0.0088296088947899
2010-10-22,0.004343954453721586
2010-10-25,0.003923793575358298
2010-10-26,-0.0013616789929870106
2010-10-27,-0.006466889908225366
2010-10-28,0.003982240498994901
2010-10-29,-0.0004408238171618765
2010-11-01,0.0019394249826321281
2010-11-02,0.008622552485659175
2010-11-03,0.0046859539714764675
2010-11-04,0.005846530888848969
2010-11-05,-0.00579549546075711
2010-11-08,-0.004721055806182729
2010-11-09,-0.010546217312773025
2010-11-10,0.0011845385116179927
2010-11-11,-0.0097144804191108
2010-11-12,-0.003366389952578597
2010-11-15,-0.0028134592341222597
2010-11-16,-0.009861455312363574
2010-11-17,0.00626642108145217
2010-11-18,0.007812265302056676
2010-11-19,0.0008767807306771642
2010-11-22,-0.006542549610739465
2010-11-23,-0.011578754911387256
2010-11-24,0.004546256549041726
2010-11-25,0.0006416105054403796
2010-11-26,-0.01439486557475985
2010-11-29,-0.0009413579307688888
2010-11-30,-0.00014061656005830443
2010-12-01,0.009710485578621196
2010-12-02,0.010584854465609854
2010-12-03,0.0053817435349097
2010-12-06,-0.007308630390612822
2010-12-07,-0.006210336600110229
2010-12-08,0.0004267912159026414
2010-12-09,-0.006706770896040836
2010-12-10,0.0008746397491886701
2010-12-13,0.011300859304376805
2010-12-14,-0.0016627548216840188
2010-12-15,-0.008596062386625504
2010-12-16,0.005955614084416718
2010-12-17,-0.005724013591487967
2010-12-20,-0.0010319930541630997
2010-12-21,0.0008503442203652801
2010-12-22,0.004073285638530324
2010-12-23,0.0025281958149753025
2010-12-24,0.001218992626514627
2010-12-27,0.0019955363098520264
2010-12-28,-0.004155456094738306
2010-12-29,0.006905654644318451
2010-12-30,0.0012096362951653171
2010-12-31,0.001420487911776061
2011-01-03,0.003036464252426379
2011-01-04,-0.0007948043752621583
2011-01-05,-0.00213213881077893
2011-01-06,-0.0051697525696873204
2011-01-07,-0.003127796150585004
2011-01-10,0.001295526318472636
2011-01-11,-0.001677585010798625
2011-01-12,0.0055415204830700235
2011-01-13,0.005593546403636678
2011-01-14,-0.004227813188953593
2011-01-17,0.006088484850803153
2011-01-18,-0.0006256183582694213
2011-01-19,-0.00596572327921544
2011-01-20,-0.0026576942745213314
2011-01-21,0.0031686890280126566
2011-01-24,0.0037767513675157223
2011-01-25,-0.0020452197269798444
2011-01-26,0.0026919592142500125
2011-01-27,-0.005961974262235693
2011-01-28,-0.014134015418679986
2011-01-31,0.007358614050624069
2011-02-01,0.011956149827196056
2011-02-02,-0.0058483607947015384
2011-02-03,-0.00715952029241954
2011-02-04,0.0006203922724611177
2011-02-07,-0.0003191992840880009
2011-02-08,-0.0011848131214044415
2011-02-09,-0.002007504180676274
2011-02-10,-0.006562189028946029
2011-02-11,0.002305267852204366
2011-02-14,-0.00650147368001594
2011-02-15,-0.0049441408402773595
2011-02-16,0.009697244192473479
2011-02-17,0.00536955209273916
2011-02-18,-0.001260189450535533
2011-02-21,-0.007069554895063204
2011-02-22,-0.004275508230303279
2011-02-23,-0.0019081340578622347
2011-02-24,0.005536695066072638
2011-02-25,0.0007130032425434647
2011-02-28,0.004159339110976192
2011-03-01,-0.0057225758947271315
2011-03-02,0.00627649808978056
2011-03-03,0.005623925780373632
2011-03-04,0.0021316395521566098
2011-03-07,-0.002421589822076169
2011-03-08,0.003432677886653762
2011-03-09,0.00333116774674886
2011-03-10,-0.008059311579539869
2011-03-11,0.005811993463435586
2011-03-14,0.004523123208729612
2011-03-15,-0.014005791571237495
2011-03-16,-0.014507674951551822
2011-03-17,0.004546096053314058
2011-03-18,0.007628761692707723
2011-03-21,0.005197520239456602
2011-03-22,0.002805795968939058
2011-03-23,-0.0016261080508351707
2011-03-24,0.007714948004348191
2011-03-25,-0.004481026642285315
2011-03-28,0.0020803558210225944
2011-03-29,0.0058554396140124716
2011-03-30,0.0020248284712094267
2011-03-31,0.000589371845391326
2011-04-01,0.009893673132585656
2011-04-04,-0.004750348581009231
2011-04-05,0.0012690107512192683
2011-04-06,0.005869445956727603
2011-04-07,0.004039428877920872
2011-04-08,0.0046223879330309315
2011-04-11,-0.0035286761873610474
2011-04-12,-0.006321863530307345
2011-04-13,0.0016031469714488543
2011-04-14,0.005486366619994302
2011-04-15,0.0012236782970323542
2011-04-18,-0.012667114727907061
2011-04-19,0.008241743884810162
2011-04-20,0.00550601274704166
2011-04-21,0.0010681646257734664
2011-04-22,0.0006344149139899968
2011-04-25,0.002404697110934002
2011-04-26,0.004930755332929053
2011-04-27,0.009773436757576064
2011-04-28,-0.009564645051258213
2011-04-29,0.0024902388794674256
2011-05-02,-0.004553536470522913
2011-05-03,-0.004304562879458581
2011-05-04,-0.009748904229328618
2011-05-05,-0.009618288568491323
2011-05-06,0.0014761830136250003
2011-05-09,0.00423661512249357
2011-05-10,-0.0010088715698133102
2011-05-11,-0.013430401288323776
2011-05-12,-0.0006748132706918846
2011-05-13,-0.011414903147031225
2011-05-16,-0.004686886746014681
2011-05-17,0.008637030949426068
2011-05-18,0.006978473381780459
2011-05-19,0.0003888506932040934
2011-05-20,-0.004662171964136846
2011-05-23,-0.016916250191868352
2011-05-24,0.006916136128663129
2011-05-25,-0.0061572817528361265
2011-05-26,0.005217993627130763
2011-05-27,0.008393842616262207
2011-05-30,7.789245225507992e-05
2011-05-31,0.00949868936330484
2011-06-01,-0.007369415356680132
2011-06-02,0.011216115001934458
2011-06-03,0.0036907230318880455
2011-06-06,-0.008741729600734983
2011-06-07,0.005442599262376151
2011-06-08,-0.005952023785445512
2011-06-09,0.0015400138015293093
2011-06-10,-0.008166706533554514
2011-06-13,0.002185842641354317
2011-06-14,-3.6939208989128717e-05
2011-06-15,-0.012393868129351004
2011-06-16,-0.0018749371811266932
2011-06-17,0.005009197075820198
2011-06-20,0.0018471118544784754
2011-06-21,0.005634860406552848
2011-06-22,-0.00441704650227339
2011-06-23,-0.0061040280923122265
2011-06-24,-0.005536622965550934
2011-06-27,0.00359531002675658
2011-06-28,0.005434531370190981
2011-06-29,0.008577096791327345
2011-06-30,0.0030271066271554082
2011-07-01,0.009925646269673523
2011-07-04,-0.0017661952600594678
2011-07-05,-0.007978228519102586
2011-07-06,-0.005486871978782863
2011-07-07,0.008535474951412625
2011-07-08,-0.005596617572092148
2011-07-11,-0.018658393818076515
2011-07-12,-0.005224238783258982
2011-07-13,0.008057147374195758
2011-07-14,-0.003027783235626175
2011-07-15,-0.0016618551461828343
2011-07-18,-0.003354993021662963
2011-07-19,0.005355604291190655
2011-07-20,0.0009722969038693375
2011-07-21,0.00816133327848365
2011-07-22,-0.005919425585072467
2011-07-25,-0.00071923955771699
2011-07-26,0.005502579633077635
2011-07-27,-0.0024567365087055375
2011-07-28,-0.0035533036880129
2011-07-29,-0.0010788111352205054
2011-08-01,-0.002792186410003463
2011-08-02,-0.011314233919173463
2011-08-03,0.007210729279390784
2011-08-04,-0.024015045877739175
2011-08-05,0.003793300721807032
2011-08-08,-0.02796415041341462
2011-08-09,0.0162488806203991
2011-08-10,-0.024401947738098975
2011-08-11,0.007078476475137775
2011-08-12,-9.48285046171359e-05
2011-08-15,0.010807427565130838
2011-08-16,-0.004486634642742315
2011-08-17,0.003566314815177152
2011-08-18,-0.007272797436365836
2011-08-19,0.0010211811084260025
2011-08-22,-0.0007758821500092973
2011-08-23,0.005141489551245287
2011-08-24,-0.010268961418549752
2011-08-25,0.0026879956717657965
2011-08-26,0.0030307619110352103
2011-08-29,0.0037691151088540442
2011-08-30,-0.003007163002535809
2011-08-31,0.0039525723405538045
2011-09-01,-0.0065087057854339245
2011-09-02,-0.0051504861140989604
2011-09-04,0.0
2011-09-05,0.0
2011-09-06,-0.0007078982324414485
2011-09-07,0.003356963973199596
2011-09-08,-0.007253266122731736
2011-09-09,-0.008661918452308258
2011-09-12,-0.005894685176480184
2011-09-13,0.00040110998575753595
2011-09-14,-0.0031885934074046846
2011-09-15,0.002042586274022132
2011-09-16,-0.0056988494462021306
2011-09-18,0.0
2011-09-19,0.0
2011-09-20,8.184090465419622e-05
2011-09-21,-0.0257944079072512
2011-09-22,-0.007685688394916224
2011-09-23,0.017635554618074957
2011-09-25,0.0
2011-09-26,0.0
2011-09-27,0.005061823808532028
2011-09-28,-0.008638680660844953
2011-09-29,-0.0005586420800741621
2011-09-30,-0.0094864197145442
2011-10-02,0.0
2011-10-03,0.0
2011-10-04,0.01581368652383726
2011-10-05,0.007031990802222942
2011-10-06,0.0072444854570465735
2011-10-07,-0.003504293827905046
2011-10-09,0.0
2011-10-10,0.0
2011-10-11,-0.003981709472626933
2011-10-12,0.00537737028675063
2011-10-13,-0.002964367401942244
2011-10-14,0.005442563212843165
2011-10-16,0.0
2011-10-17,0.0
2011-10-18,0.0073191299802814105
2011-10-19,-0.00459033995063009
2011-10-20,-0.0030828092393028824
2011-10-21,0.007063079783002001
2011-10-23,0.0
2011-10-24,0.0
2011-10-25,-0.0055967364380902366
2011-10-26,0.0036572318149350955
2011-10-27,0.021301360133363246
2011-10-28,-0.000709784542716085
2011-10-31,-0.02116482415371291
2011-11-01,-0.011754456979113145
2011-11-02,0.004296280671324768
2011-11-03,0.0029018178899718884
2011-11-04,-0.002915920756502021
2011-11-07,-0.00031787461924710065
2011-11-08,0.0034652205234316754
2011-11-09,-0.009787418736019621
2011-11-10,0.002552268558471893
2011-11-11,0.0032237093810076646
2011-11-14,-0.0016115070583875857
2011-11-15,-0.005491829575100513
2011-11-16,-0.001813839991484547
2011-11-17,-0.0027581942047864108
2011-11-18,0.0008552155239493252
2011-11-21,-0.00835383023072327
2011-11-22,0.00011074908352160712
2011-11-23,-0.007890978755408763
2011-11-24,-0.00039817164861102346
2011-11-25,-0.0020156078398425475
2011-11-28,0.006504970747509148
2011-11-29,0.0021332079237736806
2011-11-30,0.00726156364375189
2011-12-01,0.0028034259222547834
2011-12-02,0.001302901851057255
2011-12-05,0.0006622711757532709
2011-12-06,0.0010293478864085717
2011-12-07,0.0006801361831060168
2011-12-08,-0.00794128189667701
2011-12-09,0.0044355537674278704
2011-12-12,-0.011039344336386004
2011-12-13,-0.00471040779654952
2011-12-14,0.00012415690618729195
2011-12-15,0.001862774560799743
2011-12-16,-0.00021651425014994382
2011-12-19,-0.0022749381568006764
2011-12-20,0.006510117523223823
2011-12-21,-0.001384215056478199
2011-12-22,0.0008049114398683399
2011-12-23,-0.0007720329474158524
2011-12-26,-0.0005826544635882105
2011-12-27,0.0008833386073547932
2011-12-28,-0.0025457366399774376
2011-12-29,-0.00043136653208319063
2011-12-30,0.0007165039827466944
2012-01-02,1.2406800577411303e-05
2012-01-03,0.00817359451956366
2012-01-04,-0.002373415446773485
2012-01-05,-0.0026895959123462774
2012-01-06,-1.2422086739107734e-05
2012-01-09,0.0035735673813435983
2012-01-10,0.002322285562454111
2012-01-11,0.0018327598873228608
2012-01-12,0.0035042346330701976
2012-01-13,-0.004982278872269759
2012-01-16,0.0022816947673366555
2012-01-17,0.00399725822524723
2012-01-18,0.004646376969799864
2012-01-19,0.00344409671018115
2012-01-20,-0.0004243895792521008
2012-01-23,0.00047200414211389367
2012-01-24,0.00106000903830738
2012-01-25,0.00478110121960315
2012-01-26,0.004383791223501396
2012-01-27,0.0047404615064383735
2012-01-30,-0.00341391786241675
2012-01-31,-0.0006414966214581
2012-02-01,0.009753232209113134
2012-02-02,0.0043296570062864
2012-02-03,0.006118670478353902
2012-02-06,-0.00030761556592320637
2012-02-07,0.0012073944450732438
2012-02-08,-0.0038116659174837024
2012-02-09,8.424428625692893e-05
2012-02-10,-0.008016374884304057
2012-02-13,0.004096593426468747
2012-02-14,-0.003957920212435782
2012-02-15,-0.004908982871287308
2012-02-16,0.002531209503334335
2012-02-17,0.0036449178131213594
2012-02-20,0.008455467421545388
2012-02-21,-0.004189024671021755
2012-02-22,-0.0044413130055383256
2012-02-23,0.0056731071740970165
2012-02-24,0.001597562081066018
2012-02-27,0.0016099722536481772
2012-02-28,0.007861389557139605
2012-02-29,-0.004641829981275581
2012-03-01,0.006728486903663145
2012-03-02,-0.009040960395886234
2012-03-05,-0.003260736357020778
2012-03-06,-0.013446918967320233
2012-03-07,0.0029486421071371447
2012-03-08,0.0143492396843763
2012-03-09,-0.007768514365691579
2012-03-12,-0.0021554367389236538
2012-03-13,0.0009336288463337466
2012-03-14,-0.01305692631532291
2012-03-15,0.0057134900544415605
2012-03-16,0.0018187255155375887
2012-03-19,-0.0018103190111623446
2012-03-20,-0.006034820646782734
2012-03-21,-0.0034366392236417362
2012-03-22,-0.004514159640917981
2012-03-23,0.005746413396015057
2012-03-26,0.00934396863477125
2012-03-27,-0.003125538372831215
2012-03-28,-0.0034871795550699518
2012-03-29,-0.0017638374104470586
2012-03-30,0.0005530420039995958
2012-04-02,0.0010222001951550879
2012-04-03,-0.003632126556781887
2012-04-04,-0.005668522138571349
2012-04-05,0.00012006143200711453
2012-04-06,-0.004595962973021044
2012-04-09,-0.0021058265396583036
2012-04-10,-0.0127103737111345
2012-04-11,-0.0015593427795645939
2012-04-12,0.009610004301035584
2012-04-13,-0.009345254383131317
2012-04-16,0.00046783953531895036
2012-04-17,0.0034732783296442435
2012-04-18,-0.003882086204455393
2012-04-19,-0.0010559408863255596
2012-04-20,0.0055581468863577415
2012-04-23,-0.004954967522079337
2012-04-24,0.004578675054977159
2012-04-25,0.0031377255621622877
2012-04-26,0.00014849829089479114
2012-04-27,0.004710291005344874
2012-04-30,-0.00520897376432669
2012-05-01,0.0034162331064136776
2012-05-02,0.0028282147219617026
2012-05-03,-0.002686563588429964
2012-05-04,-0.008762936922066448
2012-05-07,0.0006090500010193383
2012-05-08,-0.014393898006458619
2012-05-09,-0.01095556643093681
2012-05-10,0.003570454566567807
2012-05-11,-0.005286876943272132
2012-05-14,-0.014283117876462994
2012-05-15,-0.008954119508058
2012-05-16,0.0006467515416186756
2012-05-17,-0.0033558693663555263
2012-05-18,-0.003614615317811399
2012-05-21,0.0049658426206515855
2012-05-22,-0.015113513080677113
2012-05-23,0.000707115487177717
2012-05-24,0.005634008498020101
2012-05-25,0.0061073452729837295
2012-05-28,0.004846279911493649
2012-05-29,0.0027600881789492764
2012-05-30,-0.020702071744879653
2012-05-31,-0.0062392556356669305
2012-06-01,0.0008088227691312379
2012-06-04,-0.003984552126835686
2012-06-05,0.00493013599068187
2012-06-06,0.009933620385916733
2012-06-07,0.0019472934213297245
2012-06-08,0.0010121667790003656
2012-06-11,-0.012949355015283022
2012-06-12,0.002618760384618956
2012-06-13,-0.0011822062605504483
2012-06-14,0.004555800701349018
2012-06-15,0.002159805285251671
2012-06-18,0.0006446539083231806
2012-06-19,0.01244340975887203
2012-06-20,0.00185332810619078
2012-06-21,-0.01661109632257021
2012-06-22,-0.0015784165489113417
2012-06-25,-0.0009065033901764933
2012-06-26,0.0037842935981870643
2012-06-27,0.0009303001871281302
2012-06-28,-0.003988869276921661
2012-06-29,0.022491200997009617
2012-07-02,0.0024765503122600647
2012-07-03,0.00042855288109626096
2012-07-04,-0.00466475130368147
2012-07-05,-0.003921101784625117
2012-07-06,-0.005177078576294114
2012-07-09,0.002328646362979695
2012-07-10,-0.0014216526222850254
2012-07-11,0.0014740843376772517
2012-07-12,-0.004982917496784747
2012-07-13,0.005506946383407404
2012-07-16,0.0036619149991474888
2012-07-17,0.004571758499038458
2012-07-18,0.0011641713706492022
2012-07-19,0.0016977116511027704
2012-07-20,-0.009013988903531727
2012-07-23,-0.011678484176044907
2012-07-24,-0.006907349648008289
2012-07-25,0.008231433951474468
2012-07-26,0.011138798866034659
2012-07-27,0.008435090076237946
2012-07-30,-0.006188765877242955
2012-07-31,-0.0015754069817688074
2012-08-01,-0.0009367944026715008
2012-08-02,0.00010513243743728679
2012-08-03,0.013442958750358742
2012-08-06,0.0022271344487105474
2012-08-07,-0.002912464243129929
2012-08-08,0.00590526005119721
2012-08-09,0.0005488407171387053
2012-08-10,-0.0016949629425626884
2012-08-13,-0.005583437162681916
2012-08-14,-0.0020896719078079013
2012-08-15,0.004747745160523379
2012-08-16,0.0013008640667786654
2012-08-17,-0.0008570502559497247
2012-08-20,-0.00021845612953590773
2012-08-21,0.0003747234993389136
2012-08-22,0.0036121930861631375
2012-08-23,-0.0051928556643023056
2012-08-24,-0.0010161486519989105
2012-08-27,-0.004201456093123999
2012-08-28,-0.0005068775254326514
2012-08-29,-0.006992600322549625
2012-08-30,-0.004359354692860101
2012-08-31,0.004542427834791035
2012-09-03,-0.002729439196592383
2012-09-04,-0.0020488241553457422
2012-09-05,0.0038562728849688725
2012-09-06,0.003671724553089927
2012-09-07,0.0027340761787197653
2012-09-10,-0.005030678348950871
2012-09-11,0.0014229199249398113
2012-09-12,-0.00589477827282403
2012-09-13,0.007667124444465367
2012-09-14,-0.0039811058081814605
2012-09-17,-0.0037722797507496225
2012-09-18,0.005464220416766776
2012-09-19,-0.004014724025129424
2012-09-20,0.002309415214016625
2012-09-21,-0.0004882476553224023
2012-09-24,0.0031104067810911293
2012-09-25,0.002030095009687045
2012-09-26,0.0032749368222010997
2012-09-27,0.0003243450027457411
2012-09-28,-0.005218923815693347
2012-10-01,0.0009061436088235508
2012-10-02,-0.0029849361588569602
2012-10-03,-0.0016360948106041884
2012-10-04,-0.0017997821377954148
2012-10-05,-0.0071950245829819235
2012-10-08,0.00046681459121446537
2012-10-09,-0.0008850071231898763
2012-10-10,0.0010652302597772344
2012-10-11,0.003969880092964906
2012-10-12,-0.004222249882871043
2012-10-15,0.001686667169474542
2012-10-16,0.0018878509667170553
2012-10-17,-0.000565555166903605
2012-10-18,0.0011624421090006196
2012-10-19,0.003483319697487987
2012-10-22,0.0044227148865778705
2012-10-23,-0.0033482113875629143
2012-10-24,-0.0010972921739081057
2012-10-25,-0.0008437299501670637
2012-10-26,0.003563250196372599
2012-10-29,-0.0020918736268543
2012-10-30,0.0003584839123531181
2012-10-31,-0.0023164769402251413
2012-11-01,0.003984246745129613
2012-11-02,-0.004282655092262947
2012-11-05,0.0017722304698252794
2012-11-06,0.004726353861561935
2012-11-07,-0.007396922718967462
2012-11-08,-0.009599015594500927
2012-11-09,-0.002477011289702166
2012-11-12,-0.00549498302568724
2012-11-13,-0.0036142756817197927
2012-11-14,-0.002353386354474437
2012-11-15,0.0063969762443943584
2012-11-16,0.0031129454045183734
2012-11-19,0.004055810325351143
2012-11-20,0.000712630639292367
2012-11-21,-0.007138282478276725
2012-11-22,0.0010278452538843835
2012-11-23,0.009707538978336538
2012-11-26,-0.0009487907844247808
2012-11-27,0.0008680567667324477
2012-11-28,0.00034349891458276024
2012-11-29,0.00567134480562705
2012-11-30,-0.008957784242937016
2012-12-03,-0.0008335858378268061
2012-12-04,0.0032663274619711604
2012-12-05,0.0037257150293357913
2012-12-06,0.001583965377677384
2012-12-07,0.0030372798981353213
2012-12-10,-0.0015077630619571632
2012-12-11,0.0015821420316928265
2012-12-12,0.0022894653343952477
2012-12-13,-0.002157000483634714
2012-12-14,0.0014548363112138745
2012-12-17,7.254966760484563e-05
2012-12-18,0.003498343570328616
2012-12-19,0.00030939088222550336
2012-12-20,0.0010383032859844364
2012-12-21,-0.006874674218977846
2012-12-24,0.0007069391128925564
2012-12-25,-0.0005056916452147836
2012-12-26,0.0003298638366849781
2012-12-27,0.004649580598573965
2012-12-28,-0.0030486396840151025
2012-12-31,0.0013075301170872753
2013-01-01,-0.0001980985521267738
2013-01-02,0.0025535716096153046
2013-01-03,-0.005787277053422347
2013-01-04,0.003636472796897102
2013-01-07,-0.001155745013856854
2013-01-08,-0.00040715362627114567
2013-01-09,0.0012536524275585574
2013-01-10,0.003338100693874557
2013-01-11,-0.003430702117813828
2013-01-14,0.0026576435744026967
2013-01-15,-0.004768164897988973
2013-01-16,-0.0014708875432816373
2013-01-17,-0.000651078771187428
2013-01-18,-0.0042555334357432285
2013-01-21,-0.005007452196051205
2013-01-22,-0.000851773389418664
2013-01-23,-0.003321363512599769
2013-01-24,-0.00018058652193428417
2013-01-25,0.0006778241745601636
2013-01-28,0.0007043472435197301
2013-01-29,-0.0029381737593286807
2013-01-30,-0.0037318156089427923
2013-01-31,-0.0003062964481186823
2013-02-01,0.010231207942538935
2013-02-04,-0.007464027592612579
2013-02-05,0.007010880091613444
2013-02-06,-0.006070806087992812
2013-02-07,-0.00029851163199829897
2013-02-08,-0.00014847192331939691
2013-02-11,-0.0018613958822129698
2013-02-12,0.001327241514759987
2013-02-13,0.003026279352299456
2013-02-14,-0.0001024080876843626
2013-02-15,-0.0032337632695520393
2013-02-18,-0.0006195994105689645
2013-02-19,0.0034491796205029304
2013-02-20,-0.007278498838017316
2013-02-21,-0.004014213728335614
2013-02-22,0.0009098523036296285
2013-02-25,-0.006493642061542474
2013-02-26,0.00016208456516441424
2013-02-27,0.004959467707787868
2013-02-28,-0.006910370589229848
2013-03-01,0.00013266336926034614
2013-03-04,0.0023332779714498857
2013-03-05,0.0038889010164144034
2013-03-06,-0.010925646656111534
2013-03-07,0.0031868894450285783
2013-03-08,0.0033918763851157434
2013-03-11,0.0021015957465146703
2013-03-12,-0.0038643989264814547
2013-03-13,-0.005699207913619766
2013-03-14,0.003031788419517638
2013-03-15,-0.00313155878048308
2013-03-18,-0.002911396152573086
2013-03-19,-0.007264476164490007
2013-03-20,-0.0006704074675388319
2013-03-21,-0.004533769431837682
2013-03-22,0.00960952762969409
2013-03-25,-0.0033657686987034075
2013-03-26,0.0028785436720884993
2013-03-27,-0.001863301892319049
2013-03-28,0.0010992969751908587
2013-03-29,-0.0001941403472904523
2013-04-01,0.0026013823424220605
2013-04-02,0.00011927619317904153
2013-04-03,-0.0006327151995063895
2013-04-04,0.00954047638920943
2013-04-05,0.016031181217228577
2013-04-08,0.0044396863954672934
2013-04-09,0.0070681837318073565
2013-04-10,0.0017703041332897424
2013-04-11,0.0026954035453840047
2013-04-12,-0.0023614419864617835
2013-04-15,-0.01556411142691885
2013-04-16,0.00916698100566917
2013-04-17,-0.009948506314616797
2013-04-18,-0.004340020079558949
2013-04-19,-0.0007727224504648489
2013-04-22,-0.0033284269423455625
2013-04-23,-0.0006839410237606087
2013-04-24,0.006022293954728256
2013-04-25,0.0035847507066169787
2013-04-26,0.0026791570031094287
2013-04-29,0.0014400416957578743
2013-04-30,0.001395835338107186
2013-05-01,-0.0037767840258969266
2013-05-02,0.003926406579025737
2013-05-03,0.007563117044984548
2013-05-06,0.00867179537869128
2013-05-07,0.0006113737769143851
2013-05-08,0.004730942794340618
2013-05-09,-0.0070843331868030044
2013-05-10,-0.0021399331541097273
2013-05-13,-0.005098869818850912
2013-05-14,-0.004513855607457071
2013-05-15,-0.005822536233709672
2013-05-16,-0.0030164973942526426
2013-05-17,-0.01052946247745674
2013-05-20,0.004242724682574042
2013-05-21,-0.004959011965516669
2013-05-22,-0.005448425225411977
2013-05-23,0.005484666925154126
2013-05-24,-0.00656261537478928
2013-05-27,-0.0010606509894958073
2013-05-28,-0.011258172135232381
2013-05-29,-0.006689892969848516
2013-05-30,-0.006789566490001369
2013-05-31,-0.006037921860949175
2013-06-03,0.006208586239884075
2013-06-04,-2.4576705028094204e-05
2013-06-05,-0.0061244546971682915
2013-06-06,0.007171477351032402
2013-06-07,0.0024939063391191856
2013-06-10,-0.009091547509153928
2013-06-11,0.014049573789994819
2013-06-12,0.0029335632679669543
2013-06-13,0.015450383379007096
2013-06-14,-0.011906393663500974
2013-06-17,-0.008243814714486713
2013-06-18,-0.0025604390977256326
2013-06-19,-0.017289618561697622
2013-06-20,-0.0037194289567519015
2013-06-21,0.0008177823888837212
2013-06-24,0.0027326550478808187
2013-06-25,-0.0022926489751196708
2013-06-26,0.005121794968059429
2013-06-27,0.007342792141701965
2013-06-28,-0.0011973311038230878
2013-07-01,-0.0045133434916033305
2013-07-02,-0.005889700265240903
2013-07-03,-0.0021908793265776895
2013-07-04,0.006946167643701482
2013-07-05,-0.010175526050387166
2013-07-08,0.009996935056492549
2013-07-09,0.0021043946719118806
2013-07-10,-0.0010614686780094768
2013-07-11,-0.0013293449130095134
2013-07-12,-0.0010519489834818125
2013-07-15,0.009999191689064851
2013-07-16,0.0009555952714271645
2013-07-17,0.00928136102608
2013-07-18,-0.0009168364272009705
2013-07-19,0.001801084571991859
2013-07-22,0.0060771163473163515
2013-07-23,0.010103410725296304
2013-07-24,-0.009749500839778706
2013-07-25,0.003431732100792641
2013-07-26,-0.006434264958797989
2013-07-29,-0.0029004341374620707
2013-07-30,0.005400806871733301
2013-07-31,-0.007690493657678327
2013-08-01,-0.005115587480998733
2013-08-02,0.010756061798767832
2013-08-05,-0.0026546964427706463
2013-08-06,0.0021659615144492433
2013-08-07,-0.0005095467563691836
2013-08-08,0.00048566247004750595
2013-08-09,0.0013753691222580966
2013-08-12,-0.004822752608846103
2013-08-13,-0.0030577051140099148
2013-08-14,0.00031315227648174974
2013-08-15,-0.00261721505884199
2013-08-16,-0.007598419767615908
2013-08-19,-0.002763286671031779
2013-08-20,0.009598974921353292
2013-08-21,-0.01117571021589062
2013-08-22,0.004613086699779762
2013-08-23,0.006197557320387832
2013-08-26,-0.005696204805370375
2013-08-27,-6.879030236671634e-06
2013-08-28,0.0013160102532500757
2013-08-29,-0.0036044489673973962
2013-08-30,-0.002133202731292321
2013-09-02,0.0016485790043038232
2013-09-03,-0.0021522942552527104
2013-09-04,0.0042317731315402035
2013-09-05,-0.0007252034927474801
2013-09-06,0.012654926120561662
2013-09-09,0.003237894714426015
2013-09-10,-0.001933885236908974
2013-09-11,0.00444103906109474
2013-09-12,-0.006350775236781514
2013-09-13,0.0026794260720257573
2013-09-16,0.00292674693160902
2013-09-17,0.0037667399310822723
2013-09-18,0.021725493051634712
2013-09-19,-0.020142260809429813
2013-09-20,-0.007133508469698554
2013-09-23,0.006203754496838732
2013-09-24,-0.005806438179013813
2013-09-25,-0.003964901251358363
2013-09-26,-0.00644147015209976
2013-09-27,0.00023885908673280782
2013-09-30,0.006413731784912026
2013-10-01,-0.0020109451228364312
2013-10-02,0.01173014290751699
2013-10-03,-0.0003154318555730109
2013-10-04,0.0063991466972096595
2013-10-07,-0.003270571853006107
2013-10-08,-0.0023237486800858553
2013-10-09,0.004019268576835112
2013-10-10,0.00586073880667621
2013-10-11,0.0001896629384239978
2013-10-14,-0.0005292333285297317
2013-10-15,-0.003259453070222766
2013-10-16,0.008410442521558035
2013-10-17,0.004993093626435829
2013-10-18,-0.0033415169849100937
2013-10-21,-0.006390254034224075
2013-10-22,0.007185074509363181
2013-10-23,-0.008953376232301682
2013-10-24,7.673839383428449e-05
2013-10-25,0.0002718201356772369
2013-10-28,0.005100033714563333
2013-10-29,-0.003914164008075552
2013-10-30,-0.001637443063394684
2013-10-31,-0.009146437788674324
2013-11-01,-0.008945260234838383
2013-11-04,0.004551083862235442
2013-11-05,-0.011259454470562634
2013-11-06,0.0007126146792110356
2013-11-07,-0.004901308172734429
2013-11-08,0.0016382602906375233
2013-11-11,0.0005366922570415008
2013-11-12,0.0006362403405919239
2013-11-13,0.005020348327340756
2013-11-14,0.005096675796260954
2013-11-15,0.006508898915723145
2013-11-18,0.002666241862044923
2013-11-19,0.0009372584995384628
2013-11-20,-0.00021212472309529518
2013-11-21,-0.0023931041486826843
2013-11-22,0.005240048489148229
2013-11-25,-0.0024285403869581702
2013-11-26,-0.001273652565745589
2013-11-27,-0.00603595304237271
2013-11-28,0.009026306294589573
2013-11-29,-0.0009712601610408777
2013-12-02,-0.010216768924184917
2013-12-03,0.0008929145055306765
