owner,workstream,variant,basis,on_base,ann_return,ann_vol,sharpe,sortino,calmar,max_drawdown,skew,hit_rate,CVaR_99,turnover,cost_drag,info_ratio,alpha_ann,t_alpha,n_days,start,end,source,note
Arjun,P4-C combined ladder,[add] + Duration hedge (long TLT),net,True,0.0563938212901412,0.10961718595964,0.5144614943035014,,0.1817359391766951,-0.2842355976576312,-0.5975545396680221,,0.0282471788770625,0.6754702284294828,0.0181486938844463,,0.0073913631965561,1.1592782766658,5001.0,,,cesare/outputs/p4_combined_ladder.csv,improve MaxDD or CVaR99 in >=4 of 6 pre-2026 stress windows AND cost <0.05 net Sharpe AND survive LOO
Arjun,P4-C combined ladder,[final] + Duration hedge (long TLT),gross,True,,,0.6802357426899243,,,,,,,0.6754702284294828,0.0181486938844463,,0.0073913631965561,1.1592782766658,5001.0,,,cesare/outputs/p4_combined_ladder.csv,improve MaxDD or CVaR99 in >=4 of 6 pre-2026 stress windows AND cost <0.05 net Sharpe AND survive LOO
Arjun,P4-C combined ladder,[final] + Duration hedge (long TLT),net,True,0.0563938212901412,0.10961718595964,0.5144614943035014,,0.1817359391766951,-0.2842355976576312,-0.5975545396680221,,0.0282471788770625,0.6754702284294828,0.0181486938844463,,0.0073913631965561,1.1592782766658,5001.0,,,cesare/outputs/p4_combined_ladder.csv,improve MaxDD or CVaR99 in >=4 of 6 pre-2026 stress windows AND cost <0.05 net Sharpe AND survive LOO
Arjun,P4-C combined ladder,[final_loo] - Duration hedge (long TLT),gross,True,,,0.6284487111635783,,,,,,,0.6051437773003898,0.0122961171437884,,-0.0011513513765255,-0.1792101508796838,5001.0,,,cesare/outputs/p4_combined_ladder.csv,improve MaxDD or CVaR99 in >=4 of 6 pre-2026 stress windows AND cost <0.05 net Sharpe AND survive LOO
Arjun,P4-C combined ladder,[final_loo] - Duration hedge (long TLT),net,True,0.0400527562320939,0.0834199144394193,0.4801342281546073,,0.170783997728666,-0.2180787567412367,-0.3319966028158096,,0.0196128527102057,0.6051437773003898,0.0122961171437884,,-0.0011513513765255,-0.1792101508796838,5001.0,,,cesare/outputs/p4_combined_ladder.csv,improve MaxDD or CVaR99 in >=4 of 6 pre-2026 stress windows AND cost <0.05 net Sharpe AND survive LOO
Arjun,P4-C combined ladder,[loo] - Duration hedge (long TLT),gross,True,,,0.3171002996819519,,,,,,,0.7012473904652621,0.0113390400561778,,-0.0022785550673839,-0.3612799010244528,5001.0,,,cesare/outputs/p4_combined_ladder.csv,improve MaxDD or CVaR99 in >=4 of 6 pre-2026 stress windows AND cost <0.05 net Sharpe AND survive LOO
Arjun,P4-C combined ladder,[loo] - Duration hedge (long TLT),net,True,0.0092539054091257,0.0650383201310111,0.1422838934106081,,0.0328406375709581,-0.2180787567412367,-0.4815392060217338,,0.0176625001232605,0.7012473904652621,0.0113390400561778,,-0.0022785550673839,-0.3612799010244528,5001.0,,,cesare/outputs/p4_combined_ladder.csv,improve MaxDD or CVaR99 in >=4 of 6 pre-2026 stress windows AND cost <0.05 net Sharpe AND survive LOO
Arjun,P4-C components,Duration hedge (long TLT),gross,True,,,0.6802357426899243,,,,,,,0.6754702284294828,0.0181486938844463,,0.0073913631965561,1.1592782766658,5001.0,,,cesare/outputs/p4_component_standalone.csv,"re-priced, not rebuilt: TLT return from his committed duration_hedge_series.csv; hedge ratio re-estimated on THIS base's net book with his estimator (expanding 504d, lagged); cost_bps backed out of his own gross-vs-net series (0.678bp, reproduces his net to 1.1e-15)"
Arjun,P4-C components,Duration hedge (long TLT),net,True,0.0563938212901412,0.10961718595964,0.5144614943035014,,0.1817359391766951,-0.2842355976576312,-0.5975545396680221,,0.0282471788770625,0.6754702284294828,0.0181486938844463,,0.0073913631965561,1.1592782766658,5001.0,,,cesare/outputs/p4_component_standalone.csv,"re-priced, not rebuilt: TLT return from his committed duration_hedge_series.csv; hedge ratio re-estimated on THIS base's net book with his estimator (expanding 504d, lagged); cost_bps backed out of his own gross-vs-net series (0.678bp, reproduces his net to 1.1e-15)"
Cesare,P4-B tail forecast (null),VIX percentile gate (incumbent),gross,True,,,0.635261773616656,,,,,,,0.7056276062931829,0.0178838301701625,,0.0008116332273142,0.176181396408377,5001.0,,,cesare/outputs/p4_tail_overlay_stats.csv,REJECT: fails all three pre-registered bars; mean OOS AUC 0.4685 across the 6 of 13 purged folds that contain a tail month (AUC is undefined in the other 7)
Cesare,P4-B tail forecast (null),VIX percentile gate (incumbent),net,True,0.0491022275821988,0.1055343000254116,0.4652726892619321,,0.1815023467397333,-0.2450297526541048,-0.7314142927996281,,0.0283210202444716,0.7056276062931829,0.0178838301701625,,0.0008116332273142,0.176181396408377,5001.0,,,cesare/outputs/p4_tail_overlay_stats.csv,REJECT: fails all three pre-registered bars; mean OOS AUC 0.4685 across the 6 of 13 purged folds that contain a tail month (AUC is undefined in the other 7)
Cesare,P4-B tail forecast (null),baseline,gross,True,,,0.6284423467928719,,,,,,,0.6754702284294828,0.0181466112657643,,,,5001.0,,,cesare/outputs/p4_tail_overlay_stats.csv,REJECT: fails all three pre-registered bars; mean OOS AUC 0.4685 across the 6 of 13 purged folds that contain a tail month (AUC is undefined in the other 7)
Cesare,P4-B tail forecast (null),baseline,net,True,0.0521434343364557,0.1119142098626392,0.4659232674783244,,0.1600595389477542,-0.2931849420551634,-0.6480046211041329,,0.0291987457840746,0.6754702284294828,0.0181466112657643,,,,5001.0,,,cesare/outputs/p4_tail_overlay_stats.csv,REJECT: fails all three pre-registered bars; mean OOS AUC 0.4685 across the 6 of 13 purged folds that contain a tail month (AUC is undefined in the other 7)
Cesare,P4-B tail forecast (null),tail forecast (binary p80 gate),gross,True,,,0.5876998885528786,,,,,,,0.7027676224796167,0.0182147661479859,,-0.0045358986589772,-1.0969131647391568,5001.0,,,cesare/outputs/p4_tail_overlay_stats.csv,REJECT: fails all three pre-registered bars; mean OOS AUC 0.4685 across the 6 of 13 purged folds that contain a tail month (AUC is undefined in the other 7)
Cesare,P4-B tail forecast (null),tail forecast (binary p80 gate),net,True,0.0449631316389628,0.1075853044778019,0.4179300496216013,,0.138955363618169,-0.2873743181396293,-0.7048384860219833,,0.0288827441226217,0.7027676224796167,0.0182147661479859,,-0.0045358986589772,-1.0969131647391568,5001.0,,,cesare/outputs/p4_tail_overlay_stats.csv,REJECT: fails all three pre-registered bars; mean OOS AUC 0.4685 across the 6 of 13 purged folds that contain a tail month (AUC is undefined in the other 7)
Cesare,P4-B tail forecast (null),tail forecast (continuous 1-p),gross,True,,,0.4624775550672942,,,,,,,0.6390316716712376,0.0156962446826901,,-0.0138596255246076,-2.002031619657133,5001.0,,,cesare/outputs/p4_tail_overlay_stats.csv,REJECT: fails all three pre-registered bars; mean OOS AUC 0.4685 across the 6 of 13 purged folds that contain a tail month (AUC is undefined in the other 7)
Cesare,P4-B tail forecast (null),tail forecast (continuous 1-p),net,True,0.0283053940113852,0.0951883542436759,0.2973619434466248,,0.0817742005695433,-0.2940359150522236,-0.7990984639640913,,0.0269443608162898,0.6390316716712376,0.0156962446826901,,-0.0138596255246076,-2.002031619657133,5001.0,,,cesare/outputs/p4_tail_overlay_stats.csv,REJECT: fails all three pre-registered bars; mean OOS AUC 0.4685 across the 6 of 13 purged folds that contain a tail month (AUC is undefined in the other 7)
Cesare,P4-C components,(bar) baseline,gross,True,,,0.6284423467928719,,,,,,,0.6754702284294828,0.0181466112657643,,,,5001.0,,,cesare/outputs/p4_component_standalone.csv,the shared base
Cesare,P4-C components,(bar) baseline,net,True,0.0521434343364557,0.1119142098626392,0.4659232674783244,,0.1600595389477542,-0.2931849420551634,-0.6480046211041329,,0.0291987457840746,0.6754702284294828,0.0181466112657643,,,,5001.0,,,cesare/outputs/p4_component_standalone.csv,the shared base
Cesare,P4-C components,(bar) per-currency RR,gross,True,,,0.625348628011562,,,,,,,0.6928220385529249,0.0180011323138211,,-0.0002629101601757,-0.0535890813714627,5001.0,,,cesare/outputs/p4_component_standalone.csv,"rebuilt on the base from examples/03; reproduces the committed rrccy MaxDD to 7 digits, its net Sharpe to 8e-4"
Cesare,P4-C components,(bar) per-currency RR,net,True,0.0485528568208773,0.1064931789732451,0.4559245699020355,,0.1585502572779838,-0.2762329318436761,-0.6047343162412168,,0.027175650186923,0.6928220385529249,0.0180011323138211,,-0.0002629101601757,-0.0535890813714627,5001.0,,,cesare/outputs/p4_component_standalone.csv,"rebuilt on the base from examples/03; reproduces the committed rrccy MaxDD to 7 digits, its net Sharpe to 8e-4"
Cesare,P4-C components,(control) gross-matched de-risk,gross,True,,,0.568073522790924,,,,,,,0.5252215797570694,0.0137085944881758,,0.007513938255699,0.5777734412318832,5001.0,,,cesare/outputs/p4_component_standalone.csv,"CONTROL, not a variant: identical daily gross to the bad-skew exclusion (max diff 8.9e-16) but spread across every name, so any difference is selection rather than de-risking"
Cesare,P4-C components,(control) gross-matched de-risk,net,True,0.0344808337390436,0.0848853424289975,0.4062048022941674,,0.1394111152482862,-0.2248761486229779,-0.634911364286697,,0.0222386129686506,0.5252215797570694,0.0137085944881758,,0.007513938255699,0.5777734412318832,5001.0,,,cesare/outputs/p4_component_standalone.csv,"CONTROL, not a variant: identical daily gross to the bad-skew exclusion (max diff 8.9e-16) but spread across every name, so any difference is selection rather than de-risking"
Cesare,"Phase 3 D1 rerun (null, model-free)",U21_carry (anchor),gross,True,,,0.6194384975279325,,,,,,,0.4679901468737762,0.0138063773745963,,,,5001.0,,,cesare/outputs/p3_d1_bkm_comparison.csv,"matched 21-name option universe, not the ALL-27 book; risk-neutral input = carry. The D1 null survives the correct construction: carry subsumes SRP (CARRY~SRP t +2.23), and the implied-skew sort is now significantly worse (t -2.36)"
Cesare,"Phase 3 D1 rerun (null, model-free)",U21_carry (anchor),net,True,0.0556298404371139,0.1121031187943271,0.4962381157225131,,,-0.2575684307689999,-0.7344413973098778,,0.0301075433020181,0.4679901468737762,0.0138063773745963,,,,5001.0,,,cesare/outputs/p3_d1_bkm_comparison.csv,"matched 21-name option universe, not the ALL-27 book; risk-neutral input = carry. The D1 null survives the correct construction: carry subsumes SRP (CARRY~SRP t +2.23), and the implied-skew sort is now significantly worse (t -2.36)"
Cesare,"Phase 3 D1 rerun (null, model-free)",U21_clean_bkm,gross,True,,,0.1667870074510714,,,,,,,1.0855315873503522,0.0263192072358137,,-0.031629701152199,-1.334943587595041,5001.0,,,cesare/outputs/p3_d1_bkm_comparison.csv,"matched 21-name option universe, not the ALL-27 book; risk-neutral input = model-free BKM. The D1 null survives the correct construction: carry subsumes SRP (CARRY~SRP t +2.23), and the implied-skew sort is now significantly worse (t -2.36)"
Cesare,"Phase 3 D1 rerun (null, model-free)",U21_clean_bkm,net,True,-0.0076658336706972,0.1120948387859009,-0.0683870350653599,,,-0.5085152782198223,-0.4457180568677511,,0.0268629985450552,1.0855315873503522,0.0263192072358137,,-0.031629701152199,-1.334943587595041,5001.0,,,cesare/outputs/p3_d1_bkm_comparison.csv,"matched 21-name option universe, not the ALL-27 book; risk-neutral input = model-free BKM. The D1 null survives the correct construction: carry subsumes SRP (CARRY~SRP t +2.23), and the implied-skew sort is now significantly worse (t -2.36)"
Cesare,"Phase 3 D1 rerun (null, model-free)",U21_clean_proxy,gross,True,,,0.2054386876825104,,,,,,,1.171009611959726,0.0271885646239071,,-0.0294372005382819,-1.1960739861717504,5001.0,,,cesare/outputs/p3_d1_bkm_comparison.csv,"matched 21-name option universe, not the ALL-27 book; risk-neutral input = 25d slope proxy. The D1 null survives the correct construction: carry subsumes SRP (CARRY~SRP t +2.23), and the implied-skew sort is now significantly worse (t -2.36)"
Cesare,"Phase 3 D1 rerun (null, model-free)",U21_clean_proxy,net,True,-0.0035586094594389,0.1152907476814901,-0.030866392412253,,,-0.4238175549994175,-0.481872164868409,,0.0287466953821912,1.171009611959726,0.0271885646239071,,-0.0294372005382819,-1.1960739861717504,5001.0,,,cesare/outputs/p3_d1_bkm_comparison.csv,"matched 21-name option universe, not the ALL-27 book; risk-neutral input = 25d slope proxy. The D1 null survives the correct construction: carry subsumes SRP (CARRY~SRP t +2.23), and the implied-skew sort is now significantly worse (t -2.36)"
Cesare,"Phase 3 D1 rerun (null, model-free)",U21_iskew_bkm,gross,True,,,0.2125806028640104,,,,,,,0.890319029681437,0.0210622145153712,,-0.0399758574858664,-2.3615727884248146,5001.0,,,cesare/outputs/p3_d1_bkm_comparison.csv,"matched 21-name option universe, not the ALL-27 book; risk-neutral input = model-free BKM. The D1 null survives the correct construction: carry subsumes SRP (CARRY~SRP t +2.23), and the implied-skew sort is now significantly worse (t -2.36)"
Cesare,"Phase 3 D1 rerun (null, model-free)",U21_iskew_bkm,net,True,0.004013210332245,0.1182237741381556,0.0339458823870337,,,-0.5388212851687426,-0.741655064652344,,0.0336435408605498,0.890319029681437,0.0210622145153712,,-0.0399758574858664,-2.3615727884248146,5001.0,,,cesare/outputs/p3_d1_bkm_comparison.csv,"matched 21-name option universe, not the ALL-27 book; risk-neutral input = model-free BKM. The D1 null survives the correct construction: carry subsumes SRP (CARRY~SRP t +2.23), and the implied-skew sort is now significantly worse (t -2.36)"
Cesare,"Phase 3 D1 rerun (null, model-free)",U21_iskew_proxy,gross,True,,,0.3229361985727768,,,,,,,1.0494131503046604,0.0226654736709478,,-0.0277947339431898,-1.585902684744154,5001.0,,,cesare/outputs/p3_d1_bkm_comparison.csv,"matched 21-name option universe, not the ALL-27 book; risk-neutral input = 25d slope proxy. The D1 null survives the correct construction: carry subsumes SRP (CARRY~SRP t +2.23), and the implied-skew sort is now significantly worse (t -2.36)"
Cesare,"Phase 3 D1 rerun (null, model-free)",U21_iskew_proxy,net,True,0.0156359024397539,0.1188017771786597,0.13161337154275,,,-0.5129049774911492,-1.0680025690035178,,0.0345139517381382,1.0494131503046604,0.0226654736709478,,-0.0277947339431898,-1.585902684744154,5001.0,,,cesare/outputs/p3_d1_bkm_comparison.csv,"matched 21-name option universe, not the ALL-27 book; risk-neutral input = 25d slope proxy. The D1 null survives the correct construction: carry subsumes SRP (CARRY~SRP t +2.23), and the implied-skew sort is now significantly worse (t -2.36)"
Cesare,"Phase 3 D1 rerun (null, model-free)",U21_srp_bkm,gross,True,,,0.1827879866150965,,,,,,,1.2176180202508675,0.0271704724786269,,-0.0306098144631771,-1.393239439546962,4912.0,,,cesare/outputs/p3_d1_bkm_comparison.csv,"matched 21-name option universe, not the ALL-27 book; risk-neutral input = model-free BKM. The D1 null survives the correct construction: carry subsumes SRP (CARRY~SRP t +2.23), and the implied-skew sort is now significantly worse (t -2.36)"
Cesare,"Phase 3 D1 rerun (null, model-free)",U21_srp_bkm,net,True,-0.0068213092031219,0.1117276686196003,-0.0610529986654111,,,-0.4484654754491014,-0.5067125966525402,,0.0287199301970528,1.2176180202508675,0.0271704724786269,,-0.0306098144631771,-1.393239439546962,4912.0,,,cesare/outputs/p3_d1_bkm_comparison.csv,"matched 21-name option universe, not the ALL-27 book; risk-neutral input = model-free BKM. The D1 null survives the correct construction: carry subsumes SRP (CARRY~SRP t +2.23), and the implied-skew sort is now significantly worse (t -2.36)"
Cesare,"Phase 3 D1 rerun (null, model-free)",U21_srp_proxy,gross,True,,,0.1560477476537037,,,,,,,1.2681823133369718,0.0272641019898863,,-0.0334494234967341,-1.542697141425584,4912.0,,,cesare/outputs/p3_d1_bkm_comparison.csv,"matched 21-name option universe, not the ALL-27 book; risk-neutral input = 25d slope proxy. The D1 null survives the correct construction: carry subsumes SRP (CARRY~SRP t +2.23), and the implied-skew sort is now significantly worse (t -2.36)"
Cesare,"Phase 3 D1 rerun (null, model-free)",U21_srp_proxy,net,True,-0.0100282562908855,0.11070420776862,-0.0905860444965686,,,-0.4902115078104233,-0.4829824026466878,,0.0269435117353081,1.2681823133369718,0.0272641019898863,,-0.0334494234967341,-1.542697141425584,4912.0,,,cesare/outputs/p3_d1_bkm_comparison.csv,"matched 21-name option universe, not the ALL-27 book; risk-neutral input = 25d slope proxy. The D1 null survives the correct construction: carry subsumes SRP (CARRY~SRP t +2.23), and the implied-skew sort is now significantly worse (t -2.36)"
Cesare,Phase 3 D1 skew (null),ALL_carry,gross,True,0.0702900456022201,0.1118480413691583,0.6284423467928719,0.8607033865306162,0.2468089020805478,-0.2678294999211406,-0.65215157306325,0.5440911817636472,0.0291856016420472,0.6754702284294828,,0.4973035206491715,,,5001.0,2007-05-01,2026-06-30,cesare/outputs/skew_carry_comparison.csv,"matched 21-name option universe, not the ALL-27 book"
Cesare,Phase 3 D1 skew (null),ALL_carry,net,True,0.0521434343364557,0.1119142098626392,0.4659232674783244,0.6341168503826068,0.1600595389477542,-0.2931849420551634,-0.6480046211041329,0.5382923415316937,0.0291987457840746,0.6754702284294828,0.0181466112657643,0.337641519452406,0.0012602840977603,0.1323568430171737,5001.0,2007-05-01,2026-06-30,cesare/outputs/skew_carry_comparison.csv,"matched 21-name option universe, not the ALL-27 book"
Cesare,Phase 3 D1 skew (null),FXCTEM8,index,True,0.0127344992590612,0.0900059133460783,0.1414851400940322,0.1957179396333127,0.0271788550092351,-0.3207736475898004,-0.2531540247049113,0.5240951809638073,0.0213868209103041,,,,,,5001.0,2007-05-01,2026-06-30,cesare/outputs/skew_carry_comparison.csv,"matched 21-name option universe, not the ALL-27 book"
Cesare,Phase 3 D1 skew (null),U21_blendhi,gross,True,0.0334630138063314,0.115800797550737,0.288970495144215,0.3858313882366085,0.0720043591824494,-0.3761988765530435,-0.908562382021338,0.5414917016596681,0.0328042423426413,0.7281054542683876,,0.1717583421913189,,,5001.0,2007-05-01,2026-06-30,cesare/outputs/skew_carry_comparison.csv,"matched 21-name option universe, not the ALL-27 book"
Cesare,Phase 3 D1 skew (null),U21_blendhi,net,True,0.0170805598532303,0.1158653133570551,0.1474173707241806,0.1957597693469317,0.0219513108373281,-0.4734171043378206,-0.9045479905405,0.5368926214757048,0.0328621435499231,0.7281054542683876,0.0163824539531011,0.0272807712365464,-0.0332986795205881,-2.8404396694785174,5001.0,2007-05-01,2026-06-30,cesare/outputs/skew_carry_comparison.csv,"matched 21-name option universe, not the ALL-27 book"
Cesare,Phase 3 D1 skew (null),U21_blendlo,gross,True,0.0073702173980837,0.1144228886620325,0.0644120899608896,0.0906827269097874,0.0021470245799353,-0.3828512199516793,-0.060672054202194,0.4987002599480103,0.026894173820532,1.4494862776605333,,-0.0468745229595549,,,5001.0,2007-05-01,2026-06-30,cesare/outputs/skew_carry_comparison.csv,"matched 21-name option universe, not the ALL-27 book"
Cesare,Phase 3 D1 skew (null),U21_blendlo,net,True,-0.0244167727194143,0.1148153437120848,-0.2126612343785923,-0.2958946773504015,-0.0547789218396257,-0.5574544164240598,-0.049461048242542,0.4887022595480904,0.0269353068696352,1.4494862776605333,0.031786990117498,-0.2673256071388466,-0.0316998067244384,-1.2040131340267548,5001.0,2007-05-01,2026-06-30,cesare/outputs/skew_carry_comparison.csv,"matched 21-name option universe, not the ALL-27 book"
Cesare,Phase 3 D1 skew (null),U21_carry,gross,True,0.0694362178117102,0.1120954188169086,0.6194384975279325,0.8478075121877242,0.2772017396111461,-0.2350656426838411,-0.7336808676649488,0.5426914617076585,0.0301075433020181,0.4679901468737762,,0.5071463354953201,,,5001.0,2007-05-01,2026-06-30,cesare/outputs/skew_carry_comparison.csv,"matched 21-name option universe, not the ALL-27 book"
Cesare,Phase 3 D1 skew (null),U21_carry,net,True,0.0556298404371139,0.1121031187943271,0.4962381157225131,0.6755957863710181,0.1962879903697488,-0.2575684307689999,-0.7344413973098778,0.5386922615476905,0.0301075433020181,0.4679901468737762,0.0138063773745963,0.3810114727885786,,,5001.0,2007-05-01,2026-06-30,cesare/outputs/skew_carry_comparison.csv,"matched 21-name option universe, not the ALL-27 book"
Cesare,Phase 3 D1 skew (null),U21_clean,gross,True,0.0236299551644681,0.1150219339455012,0.2054386876825104,0.284241247524063,0.0515991177181565,-0.332261373215477,-0.4886305596461803,0.5180963807238552,0.0286091923582962,1.171009611959726,,0.0717562737941294,,,5001.0,2007-05-01,2026-06-30,cesare/outputs/skew_carry_comparison.csv,"matched 21-name option universe, not the ALL-27 book"
Cesare,Phase 3 D1 skew (null),U21_clean,net,True,-0.0035586094594389,0.1152907476814901,-0.030866392412253,-0.0422791207846689,-0.0239929060258145,-0.4238175549994175,-0.481872164868409,0.5098980203959208,0.0287466953821912,1.171009611959726,0.0271885646239071,-0.1305501538674063,-0.0294372005382819,-1.1960739861717504,5001.0,2007-05-01,2026-06-30,cesare/outputs/skew_carry_comparison.csv,"matched 21-name option universe, not the ALL-27 book"
Cesare,Phase 3 D1 skew (null),U21_iskew,gross,True,0.0383013761107017,0.1186035392748644,0.3229361985727768,0.4327291893634753,0.0958761217990546,-0.3308537522980471,-1.072747892483609,0.5326934613077384,0.0344034701025309,1.0494131503046604,,0.1992205628333633,,,5001.0,2007-05-01,2026-06-30,cesare/outputs/skew_carry_comparison.csv,"matched 21-name option universe, not the ALL-27 book"
Cesare,Phase 3 D1 skew (null),U21_iskew,net,True,0.0156359024397539,0.1188017771786597,0.13161337154275,0.1750214871282813,0.0167223236871749,-0.5129049774911492,-1.0680025690035178,0.5278944211157769,0.0345139517381382,1.0494131503046604,0.0226654736709478,0.0140749419240541,-0.0277947339431898,-1.585902684744154,5001.0,2007-05-01,2026-06-30,cesare/outputs/skew_carry_comparison.csv,"matched 21-name option universe, not the ALL-27 book"
Cesare,Phase 3 D1 skew (null),U21_srp,gross,True,0.0172358456990007,0.1104523836976487,0.1560477476537037,0.2151325306442703,0.0320907770492926,-0.3485284692457602,-0.4841257203967276,0.5158794788273615,0.0267938721963765,1.2752000894740416,,0.0275898944513945,,,4912.0,2007-09-03,2026-06-30,cesare/outputs/skew_carry_comparison.csv,"matched 21-name option universe, not the ALL-27 book"
Cesare,Phase 3 D1 skew (null),U21_srp,net,True,-0.0100282562908855,0.11070420776862,-0.0905860444965686,-0.1235246008304987,-0.0327214627516241,-0.4902115078104233,-0.4829824026466878,0.5077361563517915,0.0269435117353081,1.2752000894740416,0.0272641019898863,-0.1833462916108739,-0.0334494234967341,-1.542697141425584,4912.0,2007-09-03,2026-06-30,cesare/outputs/skew_carry_comparison.csv,"matched 21-name option universe, not the ALL-27 book"
Cesare,Phase 3 D1 skew (null),U21_srp126,gross,True,0.0287067165630804,0.113525136428762,0.252866611449475,0.358957677124069,0.0616482915289041,-0.3651246137793795,-0.086919127882439,0.5014061872237846,0.0271703601881969,1.507032762374966,,0.1157784582701944,,,4978.0,2007-06-01,2026-06-30,cesare/outputs/skew_carry_comparison.csv,"matched 21-name option universe, not the ALL-27 book"
Cesare,Phase 3 D1 skew (null),U21_srp126,net,True,-0.0035057675659113,0.1139459572648635,-0.0307669324130762,-0.0430550136871729,-0.0176763151827198,-0.5629634399776002,-0.095609970490713,0.4941743672157493,0.0273542598452811,1.507032762374966,0.0322124841289917,-0.1248338501847429,-0.0253359293023,-1.0801663967630557,4978.0,2007-06-01,2026-06-30,cesare/outputs/skew_carry_comparison.csv,"matched 21-name option universe, not the ALL-27 book"
