date,VIX_rank,IV_ALL_rank,EMBI_rank,composite,regime
2008-10-17,1.0,0.9957446808510638,0.9957446808510638,0.9971631205673758,Crisis
2008-10-20,0.9801762114537445,0.9915074309978769,1.0,0.9905612141505404,Crisis
2008-10-21,0.9802197802197802,0.9957627118644068,1.0,0.9919941640280623,Crisis
2008-10-22,0.9956140350877193,1.0,1.0,0.9985380116959064,Crisis
2008-10-23,0.9912472647702407,1.0,1.0,0.9970824215900803,Crisis
2008-10-24,1.0,1.0,1.0,1.0,Crisis
2008-10-27,1.0,1.0,0.9978991596638656,0.9992997198879552,Crisis
2008-10-28,0.9826086956521739,0.9958071278825996,0.9937106918238994,0.9907088384528909,Crisis
2008-10-29,0.9934924078091106,0.9895397489539749,0.9895397489539749,0.9908573019056868,Crisis
2008-10-30,0.9761904761904762,0.9874739039665971,0.9874739039665971,0.9837127613745568,Crisis
2008-10-31,0.9740820734341252,0.9854166666666667,0.9833333333333333,0.9809440244780417,Crisis
2008-11-03,0.9644396551724138,0.9812889812889813,0.975051975051975,0.9735935371711234,Crisis
2008-11-04,0.9548387096774194,0.9730290456431535,0.9688796680497925,0.9655824744567885,Crisis
2008-11-05,0.9656652360515021,0.9710144927536232,0.9710144927536232,0.9692314071862494,Crisis
2008-11-06,0.9764453961456103,0.9772727272727273,0.9731404958677686,0.9756195397620354,Crisis
2008-11-07,0.967948717948718,0.9731958762886598,0.9711340206185567,0.9707595382853115,Crisis
2008-11-10,0.9722814498933902,0.9670781893004116,0.9629629629629629,0.9674408673855882,Crisis
2008-11-11,0.9723404255319149,0.9753593429158111,0.9620123203285421,0.9699040295920893,Crisis
2008-11-12,0.9787685774946921,0.9836065573770492,0.9836065573770492,0.9819938974162635,Crisis
2008-11-13,0.9639830508474576,0.983640081799591,0.983640081799591,0.9770877381488798,Crisis
2008-11-14,0.9767441860465116,0.9775510204081632,0.9836734693877551,0.9793228919474766,Crisis
2008-11-17,0.9852320675105485,0.9796334012219959,0.9857433808553971,0.9835362831959805,Crisis
2008-11-18,0.9810526315789474,0.9735772357723578,0.9878048780487805,0.9808115818000286,Crisis
2008-11-19,0.9957983193277311,0.9675456389452333,0.9878296146044625,0.9837245242924757,Crisis
2008-11-20,1.0,0.9817813765182186,0.9898785425101214,0.9905533063427799,Crisis
2008-11-21,0.9916317991631799,0.9797979797979798,0.9878787878787879,0.9864361889466492,Crisis
2008-11-24,0.964509394572025,0.9637096774193549,0.9818548387096774,0.9700246369003525,Crisis
2008-11-25,0.9541666666666667,0.9537223340040242,0.9798792756539235,0.9625894254415382,Crisis
2008-11-26,0.9376299376299376,0.9417670682730924,0.9799196787148594,0.9531055615392964,Crisis
2008-11-27,,0.9338677354709419,0.9789579158316634,0.9564128256513027,Crisis
2008-11-28,0.941908713692946,0.93,0.976,0.9493029045643153,Crisis
2008-12-01,0.9772256728778468,0.9341317365269461,0.9860279441117764,0.9657951178388564,Crisis
2008-12-02,0.9566115702479339,0.9402390438247012,0.9860557768924303,0.9609687969883551,Crisis
2008-12-03,0.9484536082474226,0.9324055666003976,0.9840954274353877,0.954984867427736,Crisis
2008-12-04,0.9567901234567902,0.9246031746031746,0.9861111111111112,0.9558348030570253,Crisis
2008-12-05,0.9425051334702259,0.9207920792079208,0.9841584158415841,0.9491518761732437,Crisis
2008-12-08,0.9364754098360656,0.9169960474308301,0.9762845849802372,0.9432520140823777,Crisis
2008-12-09,0.9366053169734151,0.9151873767258383,0.9723865877712031,0.9413930938234855,Crisis
2008-12-10,0.926530612244898,0.9114173228346457,0.9704724409448819,0.9361401253414753,Crisis
2008-12-11,0.9266802443991853,0.9096267190569745,0.9646365422396856,0.9336478352319485,Crisis
2008-12-12,0.9146341463414634,0.9137254901960784,0.9705882352941176,0.9329826239438864,Crisis
2008-12-15,0.9310344827586207,0.9158512720156555,0.9765166340508806,0.9411341296083856,Crisis
2008-12-16,0.902834008097166,0.912109375,0.978515625,0.9311530026990553,Crisis
2008-12-17,0.898989898989899,0.9200779727095516,0.9571150097465887,0.9253942938153464,Crisis
2008-12-18,0.8951612903225806,0.9202334630350194,0.9494163424124513,0.9216036985900171,Crisis
2008-12-19,0.8873239436619719,0.920388349514563,0.945631067961165,0.9177811203792334,Crisis
2008-12-22,0.8855421686746988,0.9108527131782945,0.9418604651162791,0.9127517823230908,Crisis
2008-12-23,0.8877755511022044,0.9032882011605415,0.9400386847195358,0.910367478994094,Crisis
2008-12-24,0.882,0.8957528957528957,0.9382239382239382,0.9053256113256114,Crisis
2008-12-25,,0.8901734104046243,0.9373795761078998,0.913776493256262,Crisis
2008-12-26,0.8802395209580839,0.8980769230769231,0.9384615384615385,0.9055926608321818,Crisis
2008-12-29,0.8804780876494024,0.9040307101727447,0.9404990403071017,0.908335946043083,Crisis
2008-12-30,0.8767395626242545,0.9137931034482759,0.9367816091954023,0.9091047584226443,Crisis
2008-12-31,0.875,0.9139579349904398,0.9292543021032504,0.9060707456978966,Crisis
2009-01-01,,0.9141221374045801,0.9284351145038168,0.9212786259541985,Crisis
2009-01-02,0.8693069306930693,0.92,0.9161904761904762,0.901832468961182,Crisis
2009-01-05,0.8675889328063241,0.9125475285171103,0.9125475285171103,0.8975613299468481,Moderate
2009-01-06,0.8658777120315582,0.905123339658444,0.9070208728652751,0.892673974851759,Moderate
2009-01-07,0.8799212598425197,0.8920454545454546,0.9071969696969697,0.8930545613616481,Moderate
2009-01-08,0.8762278978388998,0.8979206049149339,0.9130434782608695,0.8957306603382343,Moderate
2009-01-09,0.8764705882352941,0.8867924528301887,0.9113207547169812,0.891527931927488,Moderate
2009-01-12,0.8943248532289628,0.8926553672316384,0.9152542372881356,0.9007448192495788,Crisis
2009-01-13,0.875,0.9022556390977443,0.9154135338345865,0.8975563909774436,Moderate
2009-01-14,0.9005847953216374,0.9061913696060038,0.924953095684803,0.9105764202041481,Crisis
2009-01-15,0.9027237354085603,0.9044943820224719,0.9307116104868914,0.9126432426393079,Crisis
2009-01-16,0.8912621359223301,0.874766355140187,0.914018691588785,0.8933490608837674,Moderate
2009-01-19,,0.8824626865671642,0.9132462686567164,0.8978544776119404,Moderate
2009-01-20,0.9321705426356589,0.9068901303538175,0.9236499068901304,0.9209035266265356,Crisis
2009-01-21,0.8897485493230174,0.895910780669145,0.9089219330855018,0.8981937543592213,Moderate
2009-01-22,0.8918918918918919,0.8719851576994434,0.9035250463821892,0.8891340319911749,Moderate
2009-01-23,0.8901734104046243,0.8740740740740741,0.9018518518518519,0.88869977877685,Moderate
2009-01-26,0.8807692307692307,0.8650646950092421,0.8946395563770795,0.880157827385184,Moderate
2009-01-27,0.8560460652591171,0.8560885608856088,0.8966789667896679,0.8696045309781312,Moderate
2009-01-28,0.8486590038314177,0.85451197053407,0.8747697974217311,0.8593135905957396,Moderate
2009-01-29,0.858508604206501,0.8492647058823529,0.8731617647058824,0.8603116915982455,Moderate
2009-01-30,0.8721374045801527,0.8495412844036697,0.8678899082568807,0.8631895324135677,Moderate
2009-02-02,0.88,0.8553113553113553,0.8846153846153846,0.8733089133089132,Moderate
2009-02-03,0.8574144486692015,0.8446069469835467,0.8720292504570384,0.8580168820365955,Moderate
2009-02-04,0.8633776091081594,0.843065693430657,0.8686131386861314,0.8583521470749825,Moderate
2009-02-05,0.8617424242424242,0.8397085610200364,0.8806921675774135,0.8607143842799582,Moderate
2009-02-06,0.8563327032136105,0.8381818181818181,0.86,0.851504840465143,Moderate
2009-02-09,0.8603773584905661,0.8366606170598911,0.8566243194192378,0.8512207649898983,Moderate
2009-02-10,0.8888888888888888,0.8387681159420289,0.8876811594202898,0.8717793880837359,Moderate
2009-02-11,0.8665413533834586,0.8390596745027125,0.8896925858951176,0.8650978712604296,Moderate
2009-02-12,0.8367729831144465,0.8411552346570397,0.9025270758122743,0.8601517645279202,Moderate
2009-02-13,0.846441947565543,0.8342342342342343,0.8846846846846846,0.855120288828154,Moderate
2009-02-16,,0.8363309352517986,0.8839928057553957,0.8601618705035972,Moderate
2009-02-17,0.8990654205607477,0.8438061041292639,0.9174147217235189,0.8867620821378436,Moderate
2009-02-18,0.8973880597014925,0.8422939068100358,0.9086021505376344,0.8827613723497209,Moderate
2009-02-19,0.888268156424581,0.8372093023255814,0.8783542039355993,0.8679438875619206,Moderate
2009-02-20,0.9014869888475836,0.8410714285714286,0.8892857142857142,0.8772813772349087,Moderate
2009-02-23,0.9090909090909091,0.839572192513369,0.8948306595365418,0.88116458704694,Moderate
2009-02-24,0.8703703703703703,0.8380782918149466,0.8932384341637011,0.8672290321163394,Moderate
2009-02-25,0.8595194085027726,0.827708703374778,0.872113676731794,0.8531139295364482,Moderate
2009-02-26,0.8579335793357934,0.8209219858156028,0.8652482269503546,0.8480345973672504,Moderate
2009-02-27,0.8784530386740331,0.8212389380530973,0.8654867256637168,0.8550595674636158,Moderate
2009-03-02,0.9099264705882353,0.8374558303886925,0.8939929328621908,0.8804584112797063,Moderate
2009-03-03,0.9009174311926605,0.8306878306878307,0.9012345679012346,0.8776132765939085,Moderate
2009-03-04,0.8882783882783882,0.8169014084507042,0.8873239436619719,0.864167913463688,Moderate
2009-03-05,0.8994515539305301,0.8154657293497364,0.9209138840070299,0.8786103890957655,Moderate
2009-03-06,0.8959854014598541,0.8157894736842105,0.9228070175438596,0.8781939642293081,Moderate
2009-03-09,0.8961748633879781,0.8126094570928196,0.9176882661996497,0.8754908622268158,Moderate
2009-03-10,0.8418181818181818,0.8059440559440559,0.8916083916083916,0.8464568764568764,Moderate
2009-03-11,0.8312159709618875,0.8045375218150087,0.8848167539267016,0.8401900822345326,Moderate
2009-03-12,0.8079710144927537,0.8031358885017421,0.8745644599303136,0.8285571209749364,Moderate
2009-03-13,0.8137432188065099,0.8017391304347826,0.8573913043478261,0.8242912178630396,Moderate
2009-03-16,0.8357400722021661,0.8003472222222222,0.8350694444444444,0.8237189129562775,Moderate
2009-03-17,0.8036036036036036,0.7989601386481803,0.830155979202773,0.8109065738181856,Moderate
2009-03-18,0.802158273381295,0.801038062283737,0.870242214532872,0.8244795167326346,Moderate
2009-03-19,0.8330341113105925,0.8065630397236615,0.8324697754749568,0.8240223088364035,Moderate
2009-03-20,0.8673835125448028,0.8051724137931034,0.8327586206896552,0.8351048490091872,Moderate
2009-03-23,0.8193202146690519,0.8089500860585198,0.8192771084337349,0.8158491363871022,Moderate
2009-03-24,0.8151785714285714,0.8006872852233677,0.8127147766323024,0.8095268777614137,Moderate
2009-03-25,0.8048128342245989,0.7975986277873071,0.8096054888507719,0.8040056502875593,Moderate
2009-03-26,0.7953736654804271,0.7893835616438356,0.8047945205479452,0.7965172492240692,Moderate
2009-03-27,0.7975133214920072,0.7931623931623931,0.8051282051282052,0.7986013065942018,Moderate
2009-03-30,0.8634751773049646,0.8122866894197952,0.8225255972696246,0.8327624879981282,Moderate
2009-03-31,0.8389380530973451,0.8006814310051107,0.8211243611584327,0.8202479484202962,Moderate
2009-04-01,0.803886925795053,0.7993197278911565,0.8112244897959183,0.8048103811607094,Moderate
2009-04-02,0.798941798941799,0.7945670628183361,0.7945670628183361,0.7960253081928238,Moderate
2009-04-03,0.7816901408450704,0.7813559322033898,0.7898305084745763,0.784292193841012,Moderate
2009-04-06,0.7908611599297012,0.7800338409475466,0.7884940778341794,0.7864630262371423,Moderate
2009-04-07,0.787719298245614,0.7787162162162162,0.7888513513513513,0.7850956219377272,Moderate
2009-04-08,0.7705779334500875,0.7740303541315345,0.7875210792580101,0.7773764556132107,Moderate
2009-04-09,0.7674825174825175,0.7710437710437711,0.7845117845117845,0.7743460243460244,Moderate
2009-04-10,,0.7680672268907563,0.7840336134453781,0.7760504201680672,Moderate
2009-04-13,0.7678883071553229,0.7734899328859061,0.7818791946308725,0.7744191448907006,Moderate
2009-04-14,0.7665505226480837,0.7705192629815746,0.7855946398659966,0.7742214751652182,Moderate
2009-04-15,0.7617391304347826,0.7692307692307693,0.7842809364548495,0.7717502787068004,Moderate
2009-04-16,0.7604166666666666,0.7629382303839732,0.7762938230383973,0.7665495733630124,Moderate
2009-04-17,0.7538994800693241,0.76,0.7733333333333333,0.7624109378008859,Moderate
2009-04-20,0.7750865051903114,0.7653910149750416,0.78369384359401,0.7747237879197876,Moderate
2009-04-21,0.7651122625215889,0.7674418604651163,0.7790697674418605,0.7705412968095219,Moderate
2009-04-22,0.7689655172413793,0.7611940298507462,0.7761194029850746,0.7687596500257334,Moderate
2009-04-23,0.7641996557659209,0.7549668874172185,0.7764900662251656,0.7652188698027683,Moderate
2009-04-24,0.761168384879725,0.7553719008264462,0.768595041322314,0.7617117756761617,Moderate
2009-04-27,0.7701543739279588,0.7623762376237624,0.7755775577557755,0.7693693897691656,Moderate
2009-04-28,0.7671232876712328,0.7611202635914333,0.7677100494233937,0.7653178668953533,Moderate
2009-04-29,0.7521367521367521,0.7582236842105263,0.7615131578947368,0.7572911980806718,Moderate
2009-04-30,0.7559726962457338,0.7635467980295566,0.7602627257799671,0.7599274066850858,Moderate
2009-05-01,0.7461669505962522,0.7573770491803279,0.759016393442623,0.7541867977397344,Moderate
2009-05-04,0.7414965986394558,0.7659574468085106,0.7561374795417348,0.7545305083299004,Moderate
2009-05-05,0.7368421052631579,0.7679738562091504,0.7532679738562091,0.7526946451095058,Moderate
2009-05-06,0.7322033898305085,0.7618270799347472,0.7520391517128875,0.7486898738260477,Moderate
2009-05-07,0.7377326565143824,0.754071661237785,0.750814332247557,0.7475395499999081,Moderate
2009-05-08,0.7263513513513513,0.7479674796747967,0.751219512195122,0.7418461144070901,Moderate
2009-05-11,0.7335581787521079,0.7581168831168831,0.7516233766233766,0.7477661461641226,Moderate
2009-05-12,0.7239057239057239,0.7698541329011345,0.7536466774716369,0.7491355114261652,Moderate
2009-05-13,0.7394957983193278,0.7799352750809061,0.7540453074433657,0.7578254602811999,Moderate
2009-05-14,0.7197986577181208,0.7722132471728594,0.752827140549273,0.7482796818134178,Moderate
2009-05-15,0.7353433835845896,0.7483870967741936,0.7516129032258064,0.7451144611948632,Moderate
2009-05-18,0.7073578595317725,0.7423510466988728,0.7471819645732689,0.732296956934638,Moderate
2009-05-19,0.6944908180300501,0.7363344051446945,0.7443729903536977,0.7250660711761473,Moderate
2009-05-20,0.7,0.7319422150882825,0.7431781701444623,0.725040128410915,Moderate
2009-05-21,0.718801996672213,0.7323717948717948,0.7387820512820513,0.7299852809420196,Moderate
2009-05-22,0.7308970099667774,0.744,0.7376,0.7374990033222592,Moderate
2009-05-25,,0.7476038338658147,0.737220447284345,0.7424121405750799,Moderate
2009-05-26,0.7081260364842454,0.7719298245614035,0.7352472089314195,0.7384343566590227,Moderate
2009-05-27,0.7284768211920529,0.7627388535031847,0.7277070063694268,0.7396408936882214,Moderate
2009-05-28,0.71900826446281,0.7472178060413355,0.7297297297297297,0.731985266744625,Moderate
2009-05-29,0.6897689768976898,0.7507936507936508,0.7333333333333333,0.7246319870082246,Moderate
2009-06-01,0.7018121911037891,0.7844690966719493,0.7179080824088748,0.7347297900615377,Moderate
2009-06-02,0.6973684210526315,0.7848101265822784,0.7183544303797469,0.7335109926715523,Moderate
2009-06-03,0.7126436781609196,0.7898894154818326,0.7251184834123223,0.7425505256850249,Moderate
2009-06-04,0.7016393442622951,0.7854889589905363,0.7160883280757098,0.7344055437761804,Moderate
2009-06-05,0.6939443535188216,0.7763779527559055,0.7133858267716535,0.7279027110154601,Moderate
2009-06-08,0.696078431372549,0.7845911949685535,0.7122641509433962,0.7309779257614996,Moderate
2009-06-09,0.6704730831973899,0.7802197802197802,0.7111459968602826,0.7206129534258175,Moderate
2009-06-10,0.6734527687296417,0.7539184952978056,0.7100313479623824,0.7124675373299433,Moderate
2009-06-11,0.6666666666666666,0.7276995305164319,0.7104851330203443,0.7016171100678142,Moderate
2009-06-12,0.6672077922077922,0.7140625,0.7125,0.6979234307359308,Low
2009-06-15,0.7115072933549432,0.7223088923556942,0.7160686427457098,0.7166282761521158,Moderate
2009-06-16,0.7378640776699029,0.7258566978193146,0.719626168224299,0.7277823145711722,Moderate
2009-06-17,0.7221324717285945,0.7278382581648523,0.7325038880248833,0.72749153930611,Moderate
2009-06-18,0.6983870967741935,0.7142857142857143,0.7220496894409938,0.7115741668336338,Moderate
2009-06-19,0.6570048309178744,0.7054263565891473,0.724031007751938,0.6954873984196532,Low
2009-06-22,0.7186495176848875,0.7089783281733746,0.7368421052631579,0.7214899837071399,Moderate
2009-06-23,0.7046548956661316,0.732612055641422,0.7418856259659969,0.7263841924245168,Moderate
2009-06-24,0.6842948717948718,0.7175925925925926,0.7345679012345679,0.7121517885406775,Moderate
2009-06-25,0.6184,0.699537750385208,0.736517719568567,0.6848184899845916,Low
2009-06-26,0.597444089456869,0.6984615384615385,0.7338461538461538,0.6765839272548537,Low
2009-06-29,0.569377990430622,0.695852534562212,0.728110599078341,0.6644470413570583,Low
2009-06-30,0.6178343949044586,0.6886503067484663,0.7085889570552147,0.6716912195693799,Low
2009-07-01,0.6073131955484896,0.6830015313935681,0.7029096477794793,0.664408124907179,Low
2009-07-02,0.6555555555555556,0.6819571865443425,0.7155963302752294,0.6843696907917091,Low
2009-07-03,,0.6793893129770993,0.7152671755725191,0.6973282442748092,Low
2009-07-06,0.6830427892234548,0.6829268292682927,0.7164634146341463,0.694144344375298,Low
2009-07-07,0.7151898734177216,0.6818873668188736,0.7199391171993912,0.7056721191453287,Moderate
2009-07-08,0.7235387045813586,0.6960486322188449,0.7401215805471124,0.7199029724491054,Moderate
2009-07-09,0.694006309148265,0.6874051593323217,0.7223065250379362,0.701239331172841,Moderate
2009-07-10,0.6811023622047244,0.6833333333333333,0.7348484848484849,0.6997613934621808,Low
2009-07-13,0.6084905660377359,0.697428139183056,0.7276853252647504,0.6778680101618475,Low
2009-07-14,0.5486656200941915,0.6903323262839879,0.7069486404833837,0.6486488622871877,Low
2009-07-15,0.5877742946708464,0.6787330316742082,0.6923076923076923,0.6529383395509156,Low
2009-07-16,0.5618153364632238,0.6746987951807228,0.6927710843373494,0.6430950719937653,Low
2009-07-17,0.5234375,0.6691729323308271,0.681203007518797,0.6246044799498747,Low
2009-07-20,0.5280811232449298,0.6726726726726727,0.6846846846846847,0.6284794935340958,Low
2009-07-21,0.4968847352024922,0.6746626686656672,0.6926536731634183,0.6214003590105258,Low
2009-07-22,0.4758942457231726,0.6706586826347305,0.6811377245508982,0.6092302176362671,Low
2009-07-23,0.46816770186335405,0.6651718983557549,0.6711509715994021,0.6014968572728371,Low
2009-07-24,0.4511627906976744,0.664179104477612,0.6716417910447762,0.5956612287400208,Low
2009-07-27,0.5232198142414861,0.6646795827123696,0.6676602086438153,0.618519868532557,Low
2009-07-28,0.5494590417310664,0.6636904761904762,0.6681547619047619,0.6271014266087681,Low
2009-07-29,0.5802469135802469,0.6641901931649331,0.6716196136701337,0.6386855734717712,Low
2009-07-30,0.5654853620955316,0.6602373887240356,0.6691394658753709,0.6316207388983127,Low
2009-07-31,0.5961538461538461,0.6562962962962963,0.6755555555555556,0.6426685660018993,Low
2009-08-03,0.5745007680491552,0.6671597633136095,0.6612426035502958,0.6343010449710201,Low
2009-08-04,0.5414110429447853,0.6691285081240768,0.6587887740029542,0.6231094416906053,Low
2009-08-05,0.5421133231240429,0.6696165191740413,0.6533923303834809,0.621707390893855,Low
2009-08-06,0.5856269113149847,0.6686303387334315,0.6553755522827688,0.6365442674437283,Low
2009-08-07,0.533587786259542,0.6676470588235294,0.6485294117647059,0.6165880856159257,Low
2009-08-10,0.5457317073170732,0.6696035242290749,0.6563876651982379,0.6239076322481286,Low
2009-08-11,0.6050228310502284,0.6715542521994134,0.6612903225806451,0.6459558019434289,Low
2009-08-12,0.5683890577507599,0.6822840409956076,0.6617862371888726,0.6374864453117467,Low
